YEAR|RACE|SEX|SITE|EVENT_TYPE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|POPULATION|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2006|All Races|Male and Female|Esophagus|Incidence|4.9|5.1|5.0|14945|285542632|5.2|5.3|5.2
2006|All Races|Male and Female|Esophagus|Mortality|4.3|4.5|4.4|13685|298379912|4.5|4.7|4.6
2006-2010|All Races|Male and Female|Esophagus|Incidence|4.8|4.9|4.9|75312|1440025689|5.2|5.3|5.2
2006-2010|All Races|Male and Female|Esophagus|Mortality|4.2|4.3|4.3|69389|1519806833|4.5|4.6|4.6
2007|All Races|Male and Female|Esophagus|Incidence|4.8|5.0|4.9|15349|296024004|5.1|5.3|5.2
2007|All Races|Male and Female|Esophagus|Mortality|4.2|4.3|4.3|13592|301231207|4.4|4.6|4.5
2008|All Races|Male and Female|Esophagus|Incidence|4.9|5.0|5.0|15931|298846948|5.2|5.4|5.3
2008|All Races|Male and Female|Esophagus|Mortality|4.2|4.3|4.2|13714|304093966|4.4|4.6|4.5
2009|All Races|Male and Female|Esophagus|Incidence|4.8|5.0|4.9|16067|301490326|5.2|5.4|5.3
2009|All Races|Male and Female|Esophagus|Mortality|4.1|4.2|4.2|13908|306771529|4.5|4.6|4.5
2010|All Races|Male and Female|Esophagus|Incidence|4.5|4.6|4.5|15131|301097973|4.9|5.1|5.0
2010|All Races|Male and Female|Esophagus|Mortality|4.2|4.3|4.3|14490|309330219|4.6|4.8|4.7
1999|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2064|240982907|0.8|0.9|0.9
1999|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|227|279040168|0.1|0.1|0.1
2000|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2177|250054784|0.8|0.9|0.9
2000|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|236|282162411|0.1|0.1|0.1
2001|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2269|262970448|0.8|0.9|0.9
2001|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|226|284968955|0.1|0.1|0.1
2002|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.8|2225|263385701|0.8|0.9|0.8
2002|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|240|287625193|0.1|0.1|0.1
2003|All Races|Male and Female|Eye and Orbit|Incidence|0.9|0.9|0.9|2444|271839572|0.9|0.9|0.9
2003|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|231|290107933|0.1|0.1|0.1
2004|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2489|280242010|0.9|0.9|0.9
2004|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|208|292805298|0.1|0.1|0.1
2005|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2501|282819896|0.8|0.9|0.9
2005|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|252|295516599|0.1|0.1|0.1
2006|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2529|285542632|0.9|0.9|0.9
2006|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|219|298379912|0.1|0.1|0.1
2006-2010|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.8|0.8|12497|1440025689|0.9|0.9|0.9
2006-2010|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|1291|1519806833|0.1|0.1|0.1
2007|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.9|2633|296024004|0.9|0.9|0.9
2007|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|249|301231207|0.1|0.1|0.1
2008|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.9|0.8|2627|298846948|0.8|0.9|0.9
2008|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|262|304093966|0.1|0.1|0.1
2009|All Races|Male and Female|Eye and Orbit|Incidence|0.8|0.8|0.8|2567|301490326|0.8|0.9|0.9
2009|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|278|306771529|0.1|0.1|0.1
2010|All Races|Male and Female|Eye and Orbit|Incidence|0.7|0.8|0.8|2412|301097973|0.8|0.8|0.8
2010|All Races|Male and Female|Eye and Orbit|Mortality|0.1|0.1|0.1|283|309330219|0.1|0.1|0.1
1999|All Races|Male and Female|Female Breast|Incidence|134.9|136.2|135.6|174741|122799298|141.6|143.0|142.3
1999|All Races|Male and Female|Female Breast|Mortality|26.3|26.9|26.6|41144|142237295|28.6|29.2|28.9
2000|All Races|Male and Female|Female Breast|Incidence|131.9|133.1|132.5|178110|127339224|139.2|140.5|139.9
2000|All Races|Male and Female|Female Breast|Mortality|26.4|26.9|26.6|41872|143719004|28.9|29.4|29.1
2001|All Races|Male and Female|Female Breast|Incidence|131.3|132.5|131.9|187607|133852494|139.5|140.8|140.2
2001|All Races|Male and Female|Female Breast|Mortality|25.8|26.3|26.0|41394|145077463|28.3|28.8|28.5
2002|All Races|Male and Female|Female Breast|Incidence|128.4|129.6|129.0|185033|134016064|137.4|138.7|138.1
2002|All Races|Male and Female|Female Breast|Mortality|25.4|25.9|25.6|41514|146394634|28.1|28.6|28.4
2003|All Races|Male and Female|Female Breast|Incidence|121.8|122.9|122.4|182503|138373274|131.3|132.5|131.9
2003|All Races|Male and Female|Female Breast|Mortality|25.0|25.5|25.3|41619|147679036|27.9|28.5|28.2
2004|All Races|Male and Female|Female Breast|Incidence|120.1|121.2|120.6|186928|142598939|130.5|131.7|131.1
2004|All Races|Male and Female|Female Breast|Mortality|24.3|24.7|24.5|40954|148977286|27.2|27.8|27.5
2005|All Races|Male and Female|Female Breast|Incidence|119.8|120.9|120.4|189744|143876329|131.3|132.5|131.9
2005|All Races|Male and Female|Female Breast|Mortality|23.9|24.4|24.1|41116|150319521|27.1|27.6|27.4
2006|All Races|Male and Female|Female Breast|Incidence|120.5|121.6|121.0|193809|145223221|132.9|134.1|133.5
2006|All Races|Male and Female|Female Breast|Mortality|23.3|23.8|23.6|40820|151732647|26.6|27.2|26.9
2006-2010|All Races|Male and Female|Female Breast|Incidence|121.7|122.2|121.9|1000463|732214721|136.4|136.9|136.6
2006-2010|All Races|Male and Female|Female Breast|Mortality|22.5|22.7|22.6|203679|772700968|26.2|26.5|26.4
2007|All Races|Male and Female|Female Breast|Incidence|121.9|122.9|122.4|204803|150543802|135.5|136.6|136.0
2007|All Races|Male and Female|Female Breast|Mortality|22.7|23.2|23.0|40598|153166353|26.2|26.8|26.5
2008|All Races|Male and Female|Female Breast|Incidence|122.8|123.9|123.3|209911|151961343|137.5|138.7|138.1
2008|All Races|Male and Female|Female Breast|Mortality|22.3|22.8|22.6|40589|154604015|26.0|26.5|26.3
2009|All Races|Male and Female|Female Breast|Incidence|123.5|124.5|124.0|214696|153304117|139.5|140.6|140.0
2009|All Races|Male and Female|Female Breast|Mortality|22.0|22.5|22.2|40676|155964075|25.8|26.3|26.1
2010|All Races|Male and Female|Female Breast|Incidence|118.2|119.2|118.7|206966|153071919|134.6|135.8|135.2
2010|All Races|Male and Female|Female Breast|Mortality|21.7|22.1|21.9|40996|157233878|25.8|26.3|26.1
1999|All Races|Male and Female|Female Genital System|Incidence|51.8|52.6|52.2|67233|122799298|54.3|55.2|54.8
1999|All Races|Male and Female|Female Genital System|Mortality|16.5|16.9|16.7|25881|142237295|18.0|18.4|18.2
2000|All Races|Male and Female|Female Genital System|Incidence|51.4|52.1|51.8|69555|127339224|54.2|55.0|54.6
2000|All Races|Male and Female|Female Genital System|Mortality|16.5|16.9|16.7|26411|143719004|18.2|18.6|18.4
2001|All Races|Male and Female|Female Genital System|Incidence|51.0|51.8|51.4|72989|133852494|54.1|54.9|54.5
2001|All Races|Male and Female|Female Genital System|Mortality|16.6|17.0|16.8|26838|145077463|18.3|18.7|18.5
2002|All Races|Male and Female|Female Genital System|Incidence|50.1|50.8|50.4|72207|134016064|53.5|54.3|53.9
2002|All Races|Male and Female|Female Genital System|Mortality|16.5|16.9|16.7|27091|146394634|18.3|18.7|18.5
2003|All Races|Male and Female|Female Genital System|Incidence|48.5|49.2|48.9|72837|138373274|52.3|53.0|52.6
2003|All Races|Male and Female|Female Genital System|Mortality|16.2|16.6|16.4|27011|147679036|18.1|18.5|18.3
2004|All Races|Male and Female|Female Genital System|Incidence|48.2|48.9|48.5|75146|142598939|52.3|53.1|52.7
2004|All Races|Male and Female|Female Genital System|Mortality|16.0|16.4|16.2|27049|148977286|17.9|18.4|18.2
2005|All Races|Male and Female|Female Genital System|Incidence|48.5|49.2|48.9|76952|143876329|53.1|53.9|53.5
2005|All Races|Male and Female|Female Genital System|Mortality|15.8|16.2|16.0|27259|150319521|17.9|18.4|18.1
2006|All Races|Male and Female|Female Genital System|Incidence|48.5|49.1|48.8|78183|145223221|53.5|54.2|53.8
2006|All Races|Male and Female|Female Genital System|Mortality|15.9|16.3|16.1|27848|151732647|18.1|18.6|18.4
2006-2010|All Races|Male and Female|Female Genital System|Incidence|48.7|49.0|48.8|401769|732214721|54.7|55.0|54.9
2006-2010|All Races|Male and Female|Female Genital System|Mortality|15.5|15.7|15.6|139987|772700968|18.0|18.2|18.1
2007|All Races|Male and Female|Female Genital System|Incidence|48.5|49.1|48.8|81742|150543802|53.9|54.7|54.3
2007|All Races|Male and Female|Female Genital System|Mortality|15.6|16.0|15.8|27739|153166353|17.9|18.3|18.1
2008|All Races|Male and Female|Female Genital System|Incidence|48.7|49.4|49.1|83789|151961343|54.8|55.5|55.1
2008|All Races|Male and Female|Female Genital System|Mortality|15.3|15.7|15.5|27813|154604015|17.8|18.2|18.0
2009|All Races|Male and Female|Female Genital System|Incidence|48.9|49.6|49.3|85513|153304117|55.4|56.2|55.8
2009|All Races|Male and Female|Female Genital System|Mortality|15.1|15.4|15.2|27817|155964075|17.6|18.0|17.8
2010|All Races|Male and Female|Female Genital System|Incidence|47.4|48.1|47.7|83745|153071919|54.3|55.1|54.7
2010|All Races|Male and Female|Female Genital System|Mortality|15.3|15.7|15.5|28770|157233878|18.1|18.5|18.3
1999|All Races|Male and Female|Floor of Mouth|Incidence|0.8|0.9|0.8|1959|240982907|0.8|0.8|0.8
1999|All Races|Male and Female|Floor of Mouth|Mortality|0.1|0.1|0.1|180|279040168|0.1|0.1|0.1
2000|All Races|Male and Female|Floor of Mouth|Incidence|0.8|0.8|0.8|1966|250054784|0.8|0.8|0.8
2000|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|153|282162411|0.0|0.1|0.1
2001|All Races|Male and Female|Floor of Mouth|Incidence|0.8|0.8|0.8|2063|262970448|0.8|0.8|0.8
2001|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.0|135|284968955|0.0|0.1|0.0
2002|All Races|Male and Female|Floor of Mouth|Incidence|0.7|0.8|0.8|1998|263385701|0.7|0.8|0.8
2002|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|149|287625193|0.0|0.1|0.1
2003|All Races|Male and Female|Floor of Mouth|Incidence|0.7|0.7|0.7|1973|271839572|0.7|0.8|0.7
2003|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.0|147|290107933|0.0|0.1|0.1
2004|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.7|0.7|1975|280242010|0.7|0.7|0.7
2004|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|122|292805298|0.0|0.0|0.0
2005|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.7|0.6|1904|282819896|0.6|0.7|0.7
2005|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.0|135|295516599|0.0|0.1|0.0
2006|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.7|0.7|2024|285542632|0.7|0.7|0.7
2006|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|114|298379912|0.0|0.0|0.0
2006-2010|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.6|0.6|9862|1440025689|0.7|0.7|0.7
2006-2010|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|517|1519806833|0.0|0.0|0.0
2007|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.7|0.6|2030|296024004|0.7|0.7|0.7
2007|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|102|301231207|0.0|0.0|0.0
2008|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.7|0.6|2059|298846948|0.7|0.7|0.7
2008|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|99|304093966|0.0|0.0|0.0
2009|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.6|0.6|2035|301490326|0.6|0.7|0.7
2009|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|109|306771529|0.0|0.0|0.0
2010|All Races|Male and Female|Floor of Mouth|Incidence|0.6|0.6|0.6|1989|301097973|0.6|0.7|0.7
2010|All Races|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|93|309330219|0.0|0.0|0.0
1999|All Races|Male and Female|Gallbladder|Incidence|1.2|1.3|1.2|2943|240982907|1.2|1.3|1.2
1999|All Races|Male and Female|Gallbladder|Mortality|0.7|0.8|0.8|2059|279040168|0.7|0.8|0.7
2000|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.2|2887|250054784|1.1|1.2|1.2
2000|All Races|Male and Female|Gallbladder|Mortality|0.7|0.7|0.7|1949|282162411|0.7|0.7|0.7
2001|All Races|Male and Female|Gallbladder|Incidence|1.2|1.2|1.2|3126|262970448|1.1|1.2|1.2
2001|All Races|Male and Female|Gallbladder|Mortality|0.7|0.7|0.7|1971|284968955|0.7|0.7|0.7
2002|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|2949|263385701|1.1|1.2|1.1
2002|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.7|1907|287625193|0.6|0.7|0.7
2003|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3142|271839572|1.1|1.2|1.2
2003|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.7|1915|290107933|0.6|0.7|0.7
2004|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3230|280242010|1.1|1.2|1.2
2004|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.7|1936|292805298|0.6|0.7|0.7
2005|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3319|282819896|1.1|1.2|1.2
2005|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.7|1989|295516599|0.6|0.7|0.7
2006|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3369|285542632|1.1|1.2|1.2
2006|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.7|2000|298379912|0.6|0.7|0.7
2006-2010|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|17225|1440025689|1.2|1.2|1.2
2006-2010|All Races|Male and Female|Gallbladder|Mortality|0.6|0.6|0.6|10038|1519806833|0.6|0.7|0.7
2007|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3488|296024004|1.1|1.2|1.2
2007|All Races|Male and Female|Gallbladder|Mortality|0.6|0.6|0.6|1914|301231207|0.6|0.7|0.6
2008|All Races|Male and Female|Gallbladder|Incidence|1.1|1.1|1.1|3490|298846948|1.1|1.2|1.2
2008|All Races|Male and Female|Gallbladder|Mortality|0.6|0.6|0.6|1971|304093966|0.6|0.7|0.6
2009|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3707|301490326|1.2|1.3|1.2
2009|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.6|2048|306771529|0.6|0.7|0.7
2010|All Races|Male and Female|Gallbladder|Incidence|1.1|1.2|1.1|3605|301097973|1.2|1.2|1.2
2010|All Races|Male and Female|Gallbladder|Mortality|0.6|0.7|0.6|2105|309330219|0.7|0.7|0.7
1999|All Races|Male and Female|Gum and Other Mouth|Incidence|1.7|1.8|1.7|4061|240982907|1.6|1.7|1.7
1999|All Races|Male and Female|Gum and Other Mouth|Mortality|0.4|0.5|0.4|1215|279040168|0.4|0.5|0.4
2000|All Races|Male and Female|Gum and Other Mouth|Incidence|1.6|1.7|1.6|4018|250054784|1.6|1.7|1.6
2000|All Races|Male and Female|Gum and Other Mouth|Mortality|0.4|0.5|0.4|1213|282162411|0.4|0.5|0.4
2001|All Races|Male and Female|Gum and Other Mouth|Incidence|1.6|1.7|1.6|4311|262970448|1.6|1.7|1.6
2001|All Races|Male and Female|Gum and Other Mouth|Mortality|0.4|0.4|0.4|1179|284968955|0.4|0.4|0.4
2002|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.6|4182|263385701|1.5|1.6|1.6
2002|All Races|Male and Female|Gum and Other Mouth|Mortality|0.4|0.4|0.4|1152|287625193|0.4|0.4|0.4
2003|All Races|Male and Female|Gum and Other Mouth|Incidence|1.6|1.7|1.6|4433|271839572|1.6|1.7|1.6
2003|All Races|Male and Female|Gum and Other Mouth|Mortality|0.4|0.4|0.4|1176|290107933|0.4|0.4|0.4
2004|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.6|4491|280242010|1.6|1.7|1.6
2004|All Races|Male and Female|Gum and Other Mouth|Mortality|0.4|0.4|0.4|1168|292805298|0.4|0.4|0.4
2005|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.5|4450|282819896|1.5|1.6|1.6
2005|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|1118|295516599|0.4|0.4|0.4
2006|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.5|4488|285542632|1.5|1.6|1.6
2006|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|1108|298379912|0.3|0.4|0.4
2006-2010|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.5|1.5|23451|1440025689|1.6|1.6|1.6
2006-2010|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|5680|1519806833|0.4|0.4|0.4
2007|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.5|4811|296024004|1.6|1.7|1.6
2007|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|1109|301231207|0.3|0.4|0.4
2008|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.6|5006|298846948|1.6|1.7|1.7
2008|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|1160|304093966|0.4|0.4|0.4
2009|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.5|4915|301490326|1.6|1.7|1.6
2009|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.3|1091|306771529|0.3|0.4|0.4
2010|All Races|Male and Female|Gum and Other Mouth|Incidence|1.5|1.6|1.5|4964|301097973|1.6|1.7|1.6
2010|All Races|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|1212|309330219|0.4|0.4|0.4
1999|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.8|6840|240982907|2.8|2.9|2.8
1999|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.5|0.5|0.5|1403|279040168|0.5|0.5|0.5
2000|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.8|7141|250054784|2.8|2.9|2.9
2000|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.5|1287|282162411|0.4|0.5|0.5
2001|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.7|2.9|2.8|7355|262970448|2.7|2.9|2.8
2001|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.5|1323|284968955|0.4|0.5|0.5
2002|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.9|7614|263385701|2.8|3.0|2.9
2002|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.5|1352|287625193|0.4|0.5|0.5
2003|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.7|2.9|2.8|7663|271839572|2.8|2.9|2.8
2003|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.5|1347|290107933|0.4|0.5|0.5
2004|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.8|7960|280242010|2.8|2.9|2.8
2004|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.4|1276|292805298|0.4|0.5|0.4
2005|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|3.0|2.9|8217|282819896|2.8|3.0|2.9
2005|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.4|0.4|1272|295516599|0.4|0.5|0.4
2006|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.8|8143|285542632|2.8|2.9|2.9
2006|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.4|1327|298379912|0.4|0.5|0.4
2006-2010|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.8|2.8|40741|1440025689|2.8|2.9|2.8
2006-2010|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.4|0.4|6250|1519806833|0.4|0.4|0.4
2007|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.8|8406|296024004|2.8|2.9|2.8
2007|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.4|0.4|1271|301231207|0.4|0.4|0.4
2008|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.8|2.9|2.9|8675|298846948|2.8|3.0|2.9
2008|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.4|0.4|1171|304093966|0.4|0.4|0.4
2009|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.7|2.8|2.8|8386|301490326|2.7|2.8|2.8
2009|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.4|0.4|1250|306771529|0.4|0.4|0.4
2010|All Races|Male and Female|Hodgkin Lymphoma|Incidence|2.7|2.8|2.7|8233|301097973|2.7|2.8|2.7
2010|All Races|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.4|0.4|1231|309330219|0.4|0.4|0.4
1999|All Races|Male and Female|Hypopharynx|Incidence|0.8|0.9|0.9|2059|240982907|0.8|0.9|0.9
1999|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.1|385|279040168|0.1|0.2|0.1
2000|All Races|Male and Female|Hypopharynx|Incidence|0.8|0.9|0.8|2055|250054784|0.8|0.9|0.8
2000|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.1|0.1|359|282162411|0.1|0.1|0.1
2001|All Races|Male and Female|Hypopharynx|Incidence|0.8|0.8|0.8|2092|262970448|0.8|0.8|0.8
2001|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.1|0.1|348|284968955|0.1|0.1|0.1
2002|All Races|Male and Female|Hypopharynx|Incidence|0.7|0.8|0.8|2060|263385701|0.7|0.8|0.8
2002|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.1|0.1|323|287625193|0.1|0.1|0.1
2003|All Races|Male and Female|Hypopharynx|Incidence|0.8|0.8|0.8|2211|271839572|0.8|0.8|0.8
2003|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.1|0.1|318|290107933|0.1|0.1|0.1
2004|All Races|Male and Female|Hypopharynx|Incidence|0.7|0.8|0.8|2231|280242010|0.8|0.8|0.8
2004|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.1|0.1|368|292805298|0.1|0.1|0.1
2005|All Races|Male and Female|Hypopharynx|Incidence|0.7|0.8|0.8|2228|282819896|0.8|0.8|0.8
2005|All Races|Male and Female|Hypopharynx|Mortality|0.1|0.1|0.1|281|295516599|0.1|0.1|0.1
