AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.5|0.9|0.7|51|III(e) Other specified intracranial & intraspinal neoplasms|78541923|0-19|All Races|Male and Female|2005|0.5|0.9|0.6
0.3|0.6|0.5|36|III(f) Unspecified intracranial and intraspinal neoplasms|78541923|0-19|All Races|Male and Female|2005|0.3|0.6|0.5
8.5|9.8|9.1|719|IV Neuroblastoma and other peripheral nervous cell tumors|78541923|0-19|All Races|Male and Female|2005|8.5|9.8|9.2
8.3|9.6|8.9|702|IV(a) Neuroblastoma and ganglioneuroblastoma|78541923|0-19|All Races|Male and Female|2005|8.3|9.6|8.9
0.1|0.3|0.2|17|IV(b) Other peripheral nervous cell tumors|78541923|0-19|All Races|Male and Female|2005|0.1|0.3|0.2
11.6|13.2|12.4|981|IX Soft tissue and other extraosseous sarcomas|78541923|0-19|All Races|Male and Female|2005|11.7|13.3|12.5
4.4|5.4|4.9|385|IX(a) Rhabdomyosarcomas|78541923|0-19|All Races|Male and Female|2005|4.4|5.4|4.9
1.2|1.7|1.4|113|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|78541923|0-19|All Races|Male and Female|2005|1.2|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|78541923|0-19|All Races|Male and Female|2005|~|~|~
4.4|5.4|4.9|393|IX(d) Other specified soft tissue sarcomas|78541923|0-19|All Races|Male and Female|2005|4.5|5.5|5.0
0.9|1.3|1.1|86|IX(e) Unspecified soft tissue sarcomas|78541923|0-19|All Races|Male and Female|2005|0.9|1.4|1.1
0.2|0.4|0.3|22|Not classified by ICCC|78541923|0-19|All Races|Male and Female|2005|0.2|0.4|0.3
2.5|3.2|2.8|224|V Retinoblastoma|78541923|0-19|All Races|Male and Female|2005|2.5|3.3|2.9
6.1|7.3|6.7|524|VI Renal tumors|78541923|0-19|All Races|Male and Female|2005|6.1|7.3|6.7
5.5|6.6|6.0|471|VI(a) Nephroblastoma and other nonepithelial renal tumors|78541923|0-19|All Races|Male and Female|2005|5.5|6.6|6.0
0.5|0.8|0.6|49|VI(b) Renal carcinomas|78541923|0-19|All Races|Male and Female|2005|0.5|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|78541923|0-19|All Races|Male and Female|2005|~|~|~
1.7|2.3|2.0|159|VII Hepatic tumors|78541923|0-19|All Races|Male and Female|2005|1.7|2.4|2.0
1.2|1.7|1.4|112|VII(a) Hepatoblastoma|78541923|0-19|All Races|Male and Female|2005|1.2|1.7|1.4
0.4|0.8|0.6|45|VII(b) Hepatic carcinomas|78541923|0-19|All Races|Male and Female|2005|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|78541923|0-19|All Races|Male and Female|2005|~|~|~
8.2|9.5|8.9|705|VIII Malignant bone tumors|78541923|0-19|All Races|Male and Female|2005|8.3|9.7|9.0
4.5|5.5|5.0|400|VIII(a) Osteosarcomas|78541923|0-19|All Races|Male and Female|2005|4.6|5.6|5.1
0.2|0.4|0.3|23|VIII(b) Chondrosarcomas|78541923|0-19|All Races|Male and Female|2005|0.2|0.4|0.3
2.5|3.3|2.9|230|VIII(c) Ewing tumor and related sarcomas of bone|78541923|0-19|All Races|Male and Female|2005|2.6|3.3|2.9
0.3|0.6|0.4|35|VIII(d) Other specified malignant bone tumors|78541923|0-19|All Races|Male and Female|2005|0.3|0.6|0.4
0.1|0.3|0.2|17|VIII(e) Unspecified malignant bone tumors|78541923|0-19|All Races|Male and Female|2005|0.1|0.3|0.2
10.6|12.1|11.4|917|X Germ cell, trophoblastic tumors & neoplasms of gonads|78541923|0-19|All Races|Male and Female|2005|10.9|12.5|11.7
1.3|1.9|1.6|127|X(a) Intracranial & intraspinal germ cell tumors|78541923|0-19|All Races|Male and Female|2005|1.3|1.9|1.6
1.3|1.9|1.6|126|X(b) Malignant extracranial & extragonadal germ cell tumors|78541923|0-19|All Races|Male and Female|2005|1.3|1.9|1.6
6.9|8.1|7.5|609|X(c) Malignant gonadal germ cell tumors|78541923|0-19|All Races|Male and Female|2005|7.2|8.4|7.8
0.2|0.5|0.3|28|X(d) Gonadal carcinomas|78541923|0-19|All Races|Male and Female|2005|0.2|0.5|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|78541923|0-19|All Races|Male and Female|2005|0.2|0.5|0.3
16.3|18.2|17.2|1392|XI Other malignant epithelial neoplasms and malignant melanomas|78541923|0-19|All Races|Male and Female|2005|16.8|18.7|17.7
~|~|~|~|XI(a) Adrenocortical carcinomas|78541923|0-19|All Races|Male and Female|2005|~|~|~
5.4|6.5|6.0|483|XI(b) Thyroid carcinomas|78541923|0-19|All Races|Male and Female|2005|5.6|6.7|6.1
0.3|0.6|0.4|32|XI(c) Nasopharyngeal carcinomas|78541923|0-19|All Races|Male and Female|2005|0.3|0.6|0.4
5.9|7.1|6.5|522|XI(d) Malignant melanomas|78541923|0-19|All Races|Male and Female|2005|6.1|7.2|6.6
~|~|~|~|XI(e) Skin carcinomas|78541923|0-19|All Races|Male and Female|2005|~|~|~
3.7|4.6|4.2|336|XI(f) Other and unspecified carcinomas|78541923|0-19|All Races|Male and Female|2005|3.8|4.8|4.3
0.7|1.1|0.9|70|XII Other and unspecified malignant neoplasms|78541923|0-19|All Races|Male and Female|2005|0.7|1.1|0.9
0.2|0.5|0.3|27|XII(a) Other specified malignant tumors|78541923|0-19|All Races|Male and Female|2005|0.2|0.5|0.3
0.4|0.7|0.5|43|XII(b) Other unspecified malignant tumors|78541923|0-19|All Races|Male and Female|2005|0.4|0.7|0.5
168.5|174.2|171.3|13618|All ICCC Groups Combined|78847112|0-19|All Races|Male and Female|2006|169.8|175.6|172.7
45.1|48.1|46.6|3666|I Leukemias, myeloproliferative & myelodysplastic diseases|78847112|0-19|All Races|Male and Female|2006|45.0|48.0|46.5
31.9|34.5|33.2|2597|I(a) Lymphoid leukemias|78847112|0-19|All Races|Male and Female|2006|31.7|34.2|32.9
7.5|8.8|8.1|647|I(b) Acute myeloid leukemias|78847112|0-19|All Races|Male and Female|2006|7.6|8.9|8.2
1.9|2.6|2.3|181|I(c) Chronic myeloproliferative diseases|78847112|0-19|All Races|Male and Female|2006|2.0|2.7|2.3
1.4|1.9|1.6|130|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|78847112|0-19|All Races|Male and Female|2006|1.4|2.0|1.6
1.1|1.7|1.4|111|I(e) Unspecified and other specified leukemias|78847112|0-19|All Races|Male and Female|2006|1.2|1.7|1.4
23.8|26.0|24.8|1996|II Lymphomas and reticuloendothelial neoplasms|78847112|0-19|All Races|Male and Female|2006|24.2|26.5|25.3
11.6|13.2|12.4|1004|II(a) Hodgkin lymphomas|78847112|0-19|All Races|Male and Female|2006|12.0|13.5|12.7
8.0|9.3|8.6|691|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|78847112|0-19|All Races|Male and Female|2006|8.1|9.4|8.8
2.1|2.8|2.5|194|II(c) Burkitt lymphoma|78847112|0-19|All Races|Male and Female|2006|2.1|2.8|2.5
0.9|1.3|1.1|84|II(d) Miscellaneous lymphoreticular neoplasms|78847112|0-19|All Races|Male and Female|2006|0.8|1.3|1.1
0.2|0.4|0.3|23|II(e) Unspecified lymphomas|78847112|0-19|All Races|Male and Female|2006|0.2|0.4|0.3
29.8|32.2|31.0|2430|III CNS and misc intracranial and intraspinal neoplasms|78847112|0-19|All Races|Male and Female|2006|29.6|32.1|30.8
2.4|3.2|2.8|220|III(a) Ependymomas and choroid plexus tumor|78847112|0-19|All Races|Male and Female|2006|2.4|3.2|2.8
14.2|16.0|15.1|1185|III(b) Astrocytomas|78847112|0-19|All Races|Male and Female|2006|14.2|15.9|15.0
5.9|7.0|6.4|501|III(c) Intracranial and intraspinal embryonal tumors|78847112|0-19|All Races|Male and Female|2006|5.8|6.9|6.4
5.0|6.0|5.5|429|III(d) Other gliomas|78847112|0-19|All Races|Male and Female|2006|4.9|6.0|5.4
0.4|0.8|0.6|47|III(e) Other specified intracranial & intraspinal neoplasms|78847112|0-19|All Races|Male and Female|2006|0.4|0.8|0.6
0.5|0.8|0.6|48|III(f) Unspecified intracranial and intraspinal neoplasms|78847112|0-19|All Races|Male and Female|2006|0.4|0.8|0.6
7.2|8.4|7.8|614|IV Neuroblastoma and other peripheral nervous cell tumors|78847112|0-19|All Races|Male and Female|2006|7.2|8.4|7.8
7.0|8.3|7.6|601|IV(a) Neuroblastoma and ganglioneuroblastoma|78847112|0-19|All Races|Male and Female|2006|7.0|8.3|7.6
~|~|~|~|IV(b) Other peripheral nervous cell tumors|78847112|0-19|All Races|Male and Female|2006|~|~|~
10.8|12.3|11.5|918|IX Soft tissue and other extraosseous sarcomas|78847112|0-19|All Races|Male and Female|2006|10.9|12.4|11.6
4.0|5.0|4.5|354|IX(a) Rhabdomyosarcomas|78847112|0-19|All Races|Male and Female|2006|4.0|5.0|4.5
1.1|1.6|1.3|107|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|78847112|0-19|All Races|Male and Female|2006|1.1|1.6|1.4
~|~|~|~|IX(c) Kaposi sarcoma|78847112|0-19|All Races|Male and Female|2006|~|~|~
4.0|4.9|4.4|356|IX(d) Other specified soft tissue sarcomas|78847112|0-19|All Races|Male and Female|2006|4.1|5.0|4.5
1.0|1.5|1.2|97|IX(e) Unspecified soft tissue sarcomas|78847112|0-19|All Races|Male and Female|2006|1.0|1.5|1.2
0.2|0.5|0.3|25|Not classified by ICCC|78847112|0-19|All Races|Male and Female|2006|0.2|0.5|0.3
2.6|3.4|3.0|235|V Retinoblastoma|78847112|0-19|All Races|Male and Female|2006|2.6|3.4|3.0
6.2|7.3|6.7|528|VI Renal tumors|78847112|0-19|All Races|Male and Female|2006|6.1|7.3|6.7
5.4|6.5|6.0|467|VI(a) Nephroblastoma and other nonepithelial renal tumors|78847112|0-19|All Races|Male and Female|2006|5.4|6.5|5.9
0.5|0.9|0.7|56|VI(b) Renal carcinomas|78847112|0-19|All Races|Male and Female|2006|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|78847112|0-19|All Races|Male and Female|2006|~|~|~
2.0|2.6|2.3|181|VII Hepatic tumors|78847112|0-19|All Races|Male and Female|2006|2.0|2.7|2.3
1.4|1.9|1.6|129|VII(a) Hepatoblastoma|78847112|0-19|All Races|Male and Female|2006|1.4|1.9|1.6
0.4|0.8|0.6|48|VII(b) Hepatic carcinomas|78847112|0-19|All Races|Male and Female|2006|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|78847112|0-19|All Races|Male and Female|2006|~|~|~
8.7|10.0|9.3|746|VIII Malignant bone tumors|78847112|0-19|All Races|Male and Female|2006|8.8|10.2|9.5
4.9|5.9|5.4|430|VIII(a) Osteosarcomas|78847112|0-19|All Races|Male and Female|2006|5.0|6.0|5.5
0.1|0.3|0.2|16|VIII(b) Chondrosarcomas|78847112|0-19|All Races|Male and Female|2006|0.1|0.3|0.2
2.7|3.5|3.1|243|VIII(c) Ewing tumor and related sarcomas of bone|78847112|0-19|All Races|Male and Female|2006|2.7|3.5|3.1
0.4|0.7|0.5|42|VIII(d) Other specified malignant bone tumors|78847112|0-19|All Races|Male and Female|2006|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|78847112|0-19|All Races|Male and Female|2006|~|~|~
9.5|10.9|10.2|828|X Germ cell, trophoblastic tumors & neoplasms of gonads|78847112|0-19|All Races|Male and Female|2006|9.8|11.2|10.5
1.2|1.8|1.5|120|X(a) Intracranial & intraspinal germ cell tumors|78847112|0-19|All Races|Male and Female|2006|1.3|1.8|1.5
1.2|1.8|1.5|120|X(b) Malignant extracranial & extragonadal germ cell tumors|78847112|0-19|All Races|Male and Female|2006|1.3|1.8|1.5
5.9|7.0|6.4|523|X(c) Malignant gonadal germ cell tumors|78847112|0-19|All Races|Male and Female|2006|6.1|7.2|6.6
0.3|0.6|0.5|39|X(d) Gonadal carcinomas|78847112|0-19|All Races|Male and Female|2006|0.4|0.7|0.5
0.2|0.5|0.3|26|X(e) Other and unspecified malignant gonadal tumors|78847112|0-19|All Races|Male and Female|2006|0.2|0.5|0.3
16.1|17.9|17.0|1381|XI Other malignant epithelial neoplasms and malignant melanomas|78847112|0-19|All Races|Male and Female|2006|16.6|18.5|17.5
~|~|~|~|XI(a) Adrenocortical carcinomas|78847112|0-19|All Races|Male and Female|2006|~|~|~
6.0|7.2|6.6|537|XI(b) Thyroid carcinomas|78847112|0-19|All Races|Male and Female|2006|6.2|7.4|6.8
0.5|0.8|0.6|51|XI(c) Nasopharyngeal carcinomas|78847112|0-19|All Races|Male and Female|2006|0.5|0.9|0.6
4.9|5.9|5.4|436|XI(d) Malignant melanomas|78847112|0-19|All Races|Male and Female|2006|5.0|6.1|5.5
~|~|~|~|XI(e) Skin carcinomas|78847112|0-19|All Races|Male and Female|2006|~|~|~
3.7|4.6|4.1|336|XI(f) Other and unspecified carcinomas|78847112|0-19|All Races|Male and Female|2006|3.8|4.7|4.3
0.7|1.1|0.9|70|XII Other and unspecified malignant neoplasms|78847112|0-19|All Races|Male and Female|2006|0.7|1.1|0.9
0.3|0.7|0.5|38|XII(a) Other specified malignant tumors|78847112|0-19|All Races|Male and Female|2006|0.3|0.7|0.5
0.3|0.6|0.4|32|XII(b) Other unspecified malignant tumors|78847112|0-19|All Races|Male and Female|2006|0.3|0.6|0.4
173.4|176.0|174.7|69274|All ICCC Groups Combined|393229003|0-19|All Races|Male and Female|2006-2010|174.9|177.5|176.2
46.8|48.1|47.5|18644|I Leukemias, myeloproliferative & myelodysplastic diseases|393229003|0-19|All Races|Male and Female|2006-2010|46.7|48.1|47.4
33.6|34.8|34.2|13382|I(a) Lymphoid leukemias|393229003|0-19|All Races|Male and Female|2006-2010|33.5|34.6|34.0
7.7|8.3|8.0|3174|I(b) Acute myeloid leukemias|393229003|0-19|All Races|Male and Female|2006-2010|7.8|8.4|8.1
2.3|2.6|2.4|964|I(c) Chronic myeloproliferative diseases|393229003|0-19|All Races|Male and Female|2006-2010|2.3|2.6|2.5
1.4|1.7|1.6|621|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|393229003|0-19|All Races|Male and Female|2006-2010|1.5|1.7|1.6
1.2|1.4|1.3|503|I(e) Unspecified and other specified leukemias|393229003|0-19|All Races|Male and Female|2006-2010|1.2|1.4|1.3
24.9|25.8|25.3|10143|II Lymphomas and reticuloendothelial neoplasms|393229003|0-19|All Races|Male and Female|2006-2010|25.3|26.3|25.8
12.0|12.7|12.3|4988|II(a) Hodgkin lymphomas|393229003|0-19|All Races|Male and Female|2006-2010|12.3|13.0|12.7
8.4|9.0|8.7|3450|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|393229003|0-19|All Races|Male and Female|2006-2010|8.5|9.1|8.8
2.3|2.6|2.5|965|II(c) Burkitt lymphoma|393229003|0-19|All Races|Male and Female|2006-2010|2.3|2.6|2.5
1.4|1.7|1.5|602|II(d) Miscellaneous lymphoreticular neoplasms|393229003|0-19|All Races|Male and Female|2006-2010|1.4|1.7|1.5
0.3|0.4|0.3|138|II(e) Unspecified lymphomas|393229003|0-19|All Races|Male and Female|2006-2010|0.3|0.4|0.4
30.4|31.5|30.9|12114|III CNS and misc intracranial and intraspinal neoplasms|393229003|0-19|All Races|Male and Female|2006-2010|30.3|31.4|30.8
2.4|2.7|2.5|997|III(a) Ependymomas and choroid plexus tumor|393229003|0-19|All Races|Male and Female|2006-2010|2.4|2.7|2.5
15.0|15.8|15.4|6033|III(b) Astrocytomas|393229003|0-19|All Races|Male and Female|2006-2010|15.0|15.7|15.3
6.1|6.6|6.4|2488|III(c) Intracranial and intraspinal embryonal tumors|393229003|0-19|All Races|Male and Female|2006-2010|6.1|6.6|6.3
5.3|5.8|5.5|2161|III(d) Other gliomas|393229003|0-19|All Races|Male and Female|2006-2010|5.3|5.7|5.5
0.6|0.7|0.6|249|III(e) Other specified intracranial & intraspinal neoplasms|393229003|0-19|All Races|Male and Female|2006-2010|0.6|0.7|0.6
0.4|0.5|0.5|186|III(f) Unspecified intracranial and intraspinal neoplasms|393229003|0-19|All Races|Male and Female|2006-2010|0.4|0.5|0.5
8.0|8.5|8.3|3256|IV Neuroblastoma and other peripheral nervous cell tumors|393229003|0-19|All Races|Male and Female|2006-2010|8.0|8.6|8.3
7.8|8.3|8.0|3170|IV(a) Neuroblastoma and ganglioneuroblastoma|393229003|0-19|All Races|Male and Female|2006-2010|7.8|8.3|8.1
0.2|0.3|0.2|86|IV(b) Other peripheral nervous cell tumors|393229003|0-19|All Races|Male and Female|2006-2010|0.2|0.3|0.2
11.7|12.4|12.1|4791|IX Soft tissue and other extraosseous sarcomas|393229003|0-19|All Races|Male and Female|2006-2010|11.8|12.5|12.2
4.6|5.0|4.8|1885|IX(a) Rhabdomyosarcomas|393229003|0-19|All Races|Male and Female|2006-2010|4.6|5.0|4.8
1.1|1.4|1.2|495|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|393229003|0-19|All Races|Male and Female|2006-2010|1.2|1.4|1.3
0.0|0.1|0.0|16|IX(c) Kaposi sarcoma|393229003|0-19|All Races|Male and Female|2006-2010|0.0|0.1|0.0
4.4|4.8|4.6|1840|IX(d) Other specified soft tissue sarcomas|393229003|0-19|All Races|Male and Female|2006-2010|4.5|4.9|4.7
1.3|1.5|1.4|555|IX(e) Unspecified soft tissue sarcomas|393229003|0-19|All Races|Male and Female|2006-2010|1.3|1.5|1.4
0.2|0.3|0.3|114|Not classified by ICCC|393229003|0-19|All Races|Male and Female|2006-2010|0.2|0.3|0.3
2.9|3.3|3.1|1225|V Retinoblastoma|393229003|0-19|All Races|Male and Female|2006-2010|2.9|3.3|3.1
6.7|7.2|6.9|2715|VI Renal tumors|393229003|0-19|All Races|Male and Female|2006-2010|6.6|7.2|6.9
6.0|6.5|6.2|2430|VI(a) Nephroblastoma and other nonepithelial renal tumors|393229003|0-19|All Races|Male and Female|2006-2010|5.9|6.4|6.2
0.6|0.8|0.7|270|VI(b) Renal carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|0.6|0.8|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|393229003|0-19|All Races|Male and Female|2006-2010|~|~|~
2.2|2.5|2.3|913|VII Hepatic tumors|393229003|0-19|All Races|Male and Female|2006-2010|2.2|2.5|2.3
1.5|1.8|1.7|658|VII(a) Hepatoblastoma|393229003|0-19|All Races|Male and Female|2006-2010|1.5|1.8|1.7
0.5|0.7|0.6|247|VII(b) Hepatic carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|0.6|0.7|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|393229003|0-19|All Races|Male and Female|2006-2010|~|~|~
8.4|9.0|8.7|3458|VIII Malignant bone tumors|393229003|0-19|All Races|Male and Female|2006-2010|8.5|9.1|8.8
4.7|5.2|4.9|1966|VIII(a) Osteosarcomas|393229003|0-19|All Races|Male and Female|2006-2010|4.8|5.2|5.0
0.3|0.4|0.3|125|VIII(b) Chondrosarcomas|393229003|0-19|All Races|Male and Female|2006-2010|0.3|0.4|0.3
2.7|3.0|2.8|1119|VIII(c) Ewing tumor and related sarcomas of bone|393229003|0-19|All Races|Male and Female|2006-2010|2.7|3.0|2.8
0.4|0.5|0.4|165|VIII(d) Other specified malignant bone tumors|393229003|0-19|All Races|Male and Female|2006-2010|0.4|0.5|0.4
0.2|0.3|0.2|83|VIII(e) Unspecified malignant bone tumors|393229003|0-19|All Races|Male and Female|2006-2010|0.2|0.3|0.2
10.7|11.3|11.0|4453|X Germ cell, trophoblastic tumors & neoplasms of gonads|393229003|0-19|All Races|Male and Female|2006-2010|11.0|11.7|11.3
1.6|1.8|1.7|663|X(a) Intracranial & intraspinal germ cell tumors|393229003|0-19|All Races|Male and Female|2006-2010|1.6|1.8|1.7
1.3|1.5|1.4|563|X(b) Malignant extracranial & extragonadal germ cell tumors|393229003|0-19|All Races|Male and Female|2006-2010|1.3|1.6|1.4
6.9|7.4|7.2|2927|X(c) Malignant gonadal germ cell tumors|393229003|0-19|All Races|Male and Female|2006-2010|7.2|7.7|7.4
0.4|0.5|0.5|185|X(d) Gonadal carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|0.4|0.5|0.5
0.2|0.3|0.3|115|X(e) Other and unspecified malignant gonadal tumors|393229003|0-19|All Races|Male and Female|2006-2010|0.2|0.4|0.3
17.1|17.9|17.5|7131|XI Other malignant epithelial neoplasms and malignant melanomas|393229003|0-19|All Races|Male and Female|2006-2010|17.7|18.6|18.1
0.2|0.3|0.2|85|XI(a) Adrenocortical carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|0.2|0.3|0.2
7.4|7.9|7.6|3110|XI(b) Thyroid carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|7.6|8.2|7.9
0.5|0.7|0.6|243|XI(c) Nasopharyngeal carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|0.5|0.7|0.6
4.6|5.0|4.8|1934|XI(d) Malignant melanomas|393229003|0-19|All Races|Male and Female|2006-2010|4.7|5.1|4.9
0.1|0.1|0.1|32|XI(e) Skin carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|0.1|0.1|0.1
4.1|4.5|4.2|1727|XI(f) Other and unspecified carcinomas|393229003|0-19|All Races|Male and Female|2006-2010|4.2|4.6|4.4
0.7|0.9|0.8|317|XII Other and unspecified malignant neoplasms|393229003|0-19|All Races|Male and Female|2006-2010|0.7|0.9|0.8
0.3|0.4|0.4|151|XII(a) Other specified malignant tumors|393229003|0-19|All Races|Male and Female|2006-2010|0.3|0.5|0.4
0.4|0.5|0.4|166|XII(b) Other unspecified malignant tumors|393229003|0-19|All Races|Male and Female|2006-2010|0.4|0.5|0.4
171.8|177.6|174.7|14342|All ICCC Groups Combined|81315506|0-19|All Races|Male and Female|2007|173.5|179.3|176.4
45.6|48.6|47.1|3826|I Leukemias, myeloproliferative & myelodysplastic diseases|81315506|0-19|All Races|Male and Female|2007|45.6|48.6|47.1
32.9|35.5|34.2|2762|I(a) Lymphoid leukemias|81315506|0-19|All Races|Male and Female|2007|32.7|35.3|34.0
7.3|8.6|7.9|652|I(b) Acute myeloid leukemias|81315506|0-19|All Races|Male and Female|2007|7.4|8.7|8.0
2.1|2.7|2.4|198|I(c) Chronic myeloproliferative diseases|81315506|0-19|All Races|Male and Female|2007|2.1|2.8|2.4
1.2|1.7|1.4|118|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81315506|0-19|All Races|Male and Female|2007|1.2|1.7|1.5
0.9|1.4|1.2|96|I(e) Unspecified and other specified leukemias|81315506|0-19|All Races|Male and Female|2007|1.0|1.4|1.2
23.6|25.8|24.7|2046|II Lymphomas and reticuloendothelial neoplasms|81315506|0-19|All Races|Male and Female|2007|24.1|26.3|25.2
11.3|12.8|12.0|1010|II(a) Hodgkin lymphomas|81315506|0-19|All Races|Male and Female|2007|11.7|13.2|12.4
8.0|9.3|8.6|708|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81315506|0-19|All Races|Male and Female|2007|8.1|9.4|8.7
2.2|3.0|2.6|208|II(c) Burkitt lymphoma|81315506|0-19|All Races|Male and Female|2007|2.2|2.9|2.6
0.8|1.3|1.0|84|II(d) Miscellaneous lymphoreticular neoplasms|81315506|0-19|All Races|Male and Female|2007|0.8|1.3|1.0
0.3|0.6|0.4|36|II(e) Unspecified lymphomas|81315506|0-19|All Races|Male and Female|2007|0.3|0.6|0.4
30.2|32.7|31.4|2543|III CNS and misc intracranial and intraspinal neoplasms|81315506|0-19|All Races|Male and Female|2007|30.1|32.5|31.3
2.1|2.8|2.4|198|III(a) Ependymomas and choroid plexus tumor|81315506|0-19|All Races|Male and Female|2007|2.1|2.8|2.4
14.7|16.5|15.6|1263|III(b) Astrocytomas|81315506|0-19|All Races|Male and Female|2007|14.7|16.4|15.5
6.0|7.1|6.5|526|III(c) Intracranial and intraspinal embryonal tumors|81315506|0-19|All Races|Male and Female|2007|5.9|7.0|6.5
5.2|6.3|5.7|461|III(d) Other gliomas|81315506|0-19|All Races|Male and Female|2007|5.2|6.2|5.7
0.5|0.9|0.7|57|III(e) Other specified intracranial & intraspinal neoplasms|81315506|0-19|All Races|Male and Female|2007|0.5|0.9|0.7
0.3|0.6|0.5|38|III(f) Unspecified intracranial and intraspinal neoplasms|81315506|0-19|All Races|Male and Female|2007|0.3|0.6|0.5
8.3|9.6|8.9|732|IV Neuroblastoma and other peripheral nervous cell tumors|81315506|0-19|All Races|Male and Female|2007|8.4|9.7|9.0
8.1|9.4|8.7|714|IV(a) Neuroblastoma and ganglioneuroblastoma|81315506|0-19|All Races|Male and Female|2007|8.1|9.4|8.8
0.1|0.3|0.2|18|IV(b) Other peripheral nervous cell tumors|81315506|0-19|All Races|Male and Female|2007|0.1|0.3|0.2
11.6|13.1|12.4|1016|IX Soft tissue and other extraosseous sarcomas|81315506|0-19|All Races|Male and Female|2007|11.7|13.3|12.5
4.6|5.6|5.1|415|IX(a) Rhabdomyosarcomas|81315506|0-19|All Races|Male and Female|2007|4.6|5.6|5.1
1.1|1.6|1.3|111|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81315506|0-19|All Races|Male and Female|2007|1.1|1.6|1.4
~|~|~|~|IX(c) Kaposi sarcoma|81315506|0-19|All Races|Male and Female|2007|~|~|~
4.3|5.2|4.7|393|IX(d) Other specified soft tissue sarcomas|81315506|0-19|All Races|Male and Female|2007|4.4|5.3|4.8
0.9|1.4|1.1|94|IX(e) Unspecified soft tissue sarcomas|81315506|0-19|All Races|Male and Female|2007|0.9|1.4|1.2
0.2|0.4|0.3|21|Not classified by ICCC|81315506|0-19|All Races|Male and Female|2007|0.2|0.4|0.3
2.6|3.4|3.0|247|V Retinoblastoma|81315506|0-19|All Races|Male and Female|2007|2.7|3.4|3.0
6.3|7.4|6.9|555|VI Renal tumors|81315506|0-19|All Races|Male and Female|2007|6.3|7.4|6.8
5.7|6.8|6.2|500|VI(a) Nephroblastoma and other nonepithelial renal tumors|81315506|0-19|All Races|Male and Female|2007|5.6|6.7|6.1
0.5|0.8|0.6|53|VI(b) Renal carcinomas|81315506|0-19|All Races|Male and Female|2007|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|81315506|0-19|All Races|Male and Female|2007|~|~|~
2.0|2.7|2.3|190|VII Hepatic tumors|81315506|0-19|All Races|Male and Female|2007|2.0|2.7|2.3
1.4|2.0|1.7|138|VII(a) Hepatoblastoma|81315506|0-19|All Races|Male and Female|2007|1.4|2.0|1.7
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|81315506|0-19|All Races|Male and Female|2007|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81315506|0-19|All Races|Male and Female|2007|~|~|~
8.0|9.3|8.6|710|VIII Malignant bone tumors|81315506|0-19|All Races|Male and Female|2007|8.1|9.4|8.7
4.2|5.2|4.7|384|VIII(a) Osteosarcomas|81315506|0-19|All Races|Male and Female|2007|4.3|5.2|4.7
0.2|0.5|0.3|28|VIII(b) Chondrosarcomas|81315506|0-19|All Races|Male and Female|2007|0.2|0.5|0.3
2.7|3.4|3.0|249|VIII(c) Ewing tumor and related sarcomas of bone|81315506|0-19|All Races|Male and Female|2007|2.7|3.5|3.1
0.2|0.5|0.3|28|VIII(d) Other specified malignant bone tumors|81315506|0-19|All Races|Male and Female|2007|0.2|0.5|0.3
