AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|3.4|3.8|3.6|Malignant|1442|40380809|Male|Total|2006|3.4|3.8|3.6
0-19|1.7|1.9|1.8|Benign/Borderline|3655|201277501|Male|Total|2006-2010|1.8|1.9|1.8
0-19|3.5|3.7|3.6|Malignant|7160|201277501|Male|Total|2006-2010|3.5|3.6|3.6
0-19|1.7|1.9|1.8|Benign/Borderline|758|41633209|Male|Total|2007|1.7|2.0|1.8
0-19|3.4|3.7|3.5|Malignant|1469|41633209|Male|Total|2007|3.4|3.7|3.5
0-19|1.6|1.9|1.8|Benign/Borderline|743|41808227|Male|Total|2008|1.7|1.9|1.8
0-19|3.5|3.9|3.7|Malignant|1532|41808227|Male|Total|2008|3.5|3.9|3.7
0-19|1.8|2.1|2.0|Benign/Borderline|827|41876403|Male|Total|2009|1.8|2.1|2.0
0-19|3.4|3.7|3.5|Malignant|1479|41876403|Male|Total|2009|3.4|3.7|3.5
0-19|1.6|1.9|1.7|Benign/Borderline|722|41417074|Male|Total|2010|1.6|1.9|1.7
0-19|3.3|3.7|3.5|Malignant|1454|41417074|Male|Total|2010|3.3|3.7|3.5
0-19|0.2|0.3|0.3|Benign/Borderline|111|40123936|Male|Tumors of Cranial and Spinal Nerves|2004|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40123936|Male|Tumors of Cranial and Spinal Nerves|2004|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|105|40236151|Male|Tumors of Cranial and Spinal Nerves|2005|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40236151|Male|Tumors of Cranial and Spinal Nerves|2005|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|144|40380809|Male|Tumors of Cranial and Spinal Nerves|2006|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40380809|Male|Tumors of Cranial and Spinal Nerves|2006|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|576|201277501|Male|Tumors of Cranial and Spinal Nerves|2006-2010|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|201277501|Male|Tumors of Cranial and Spinal Nerves|2006-2010|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|127|41633209|Male|Tumors of Cranial and Spinal Nerves|2007|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41633209|Male|Tumors of Cranial and Spinal Nerves|2007|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|120|41808227|Male|Tumors of Cranial and Spinal Nerves|2008|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|41808227|Male|Tumors of Cranial and Spinal Nerves|2008|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|126|41876403|Male|Tumors of Cranial and Spinal Nerves|2009|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41876403|Male|Tumors of Cranial and Spinal Nerves|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|103|41417074|Male|Tumors of Cranial and Spinal Nerves|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41417074|Male|Tumors of Cranial and Spinal Nerves|2010|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|213|40123936|Male|Tumors of Neuroepthelial Tissue|2004|0.5|0.6|0.5
0-19|3.1|3.4|3.3|Malignant|1296|40123936|Male|Tumors of Neuroepthelial Tissue|2004|3.1|3.4|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|241|40236151|Male|Tumors of Neuroepthelial Tissue|2005|0.5|0.7|0.6
0-19|2.9|3.2|3.0|Malignant|1215|40236151|Male|Tumors of Neuroepthelial Tissue|2005|2.9|3.2|3.0
0-19|0.5|0.7|0.6|Benign/Borderline|239|40380809|Male|Tumors of Neuroepthelial Tissue|2006|0.5|0.7|0.6
0-19|3.1|3.4|3.2|Malignant|1299|40380809|Male|Tumors of Neuroepthelial Tissue|2006|3.0|3.4|3.2
0-19|0.6|0.6|0.6|Benign/Borderline|1197|201277501|Male|Tumors of Neuroepthelial Tissue|2006-2010|0.6|0.6|0.6
0-19|3.1|3.3|3.2|Malignant|6441|201277501|Male|Tumors of Neuroepthelial Tissue|2006-2010|3.1|3.3|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|248|41633209|Male|Tumors of Neuroepthelial Tissue|2007|0.5|0.7|0.6
0-19|3.0|3.4|3.2|Malignant|1325|41633209|Male|Tumors of Neuroepthelial Tissue|2007|3.0|3.4|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|247|41808227|Male|Tumors of Neuroepthelial Tissue|2008|0.5|0.7|0.6
0-19|3.1|3.5|3.3|Malignant|1370|41808227|Male|Tumors of Neuroepthelial Tissue|2008|3.1|3.5|3.3
0-19|0.5|0.7|0.6|Benign/Borderline|247|41876403|Male|Tumors of Neuroepthelial Tissue|2009|0.5|0.7|0.6
0-19|3.0|3.4|3.2|Malignant|1340|41876403|Male|Tumors of Neuroepthelial Tissue|2009|3.0|3.4|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|241|41417074|Male|Tumors of Neuroepthelial Tissue|2010|0.5|0.7|0.6
0-19|3.0|3.3|3.2|Malignant|1306|41417074|Male|Tumors of Neuroepthelial Tissue|2010|3.0|3.3|3.2
0-19|0.3|0.5|0.4|Benign/Borderline|156|40123936|Male|Tumors of Sellar Region|2004|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|40123936|Male|Tumors of Sellar Region|2004|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|192|40236151|Male|Tumors of Sellar Region|2005|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|40236151|Male|Tumors of Sellar Region|2005|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|159|40380809|Male|Tumors of Sellar Region|2006|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|40380809|Male|Tumors of Sellar Region|2006|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|923|201277501|Male|Tumors of Sellar Region|2006-2010|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|201277501|Male|Tumors of Sellar Region|2006-2010|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|190|41633209|Male|Tumors of Sellar Region|2007|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|41633209|Male|Tumors of Sellar Region|2007|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|209|41808227|Male|Tumors of Sellar Region|2008|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|41808227|Male|Tumors of Sellar Region|2008|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|213|41876403|Male|Tumors of Sellar Region|2009|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|41876403|Male|Tumors of Sellar Region|2009|~|~|~
0-19|0.4|0.5|0.4|Benign/Borderline|176|41417074|Male|Tumors of Sellar Region|2010|0.4|0.5|0.4
0-19|~|~|~|Malignant|~|41417074|Male|Tumors of Sellar Region|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|71|40123936|Male|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40123936|Male|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|79|40236151|Male|Tumors of the Meninges|2005|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|40236151|Male|Tumors of the Meninges|2005|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|77|40380809|Male|Tumors of the Meninges|2006|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|40380809|Male|Tumors of the Meninges|2006|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|384|201277501|Male|Tumors of the Meninges|2006-2010|0.2|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|41|201277501|Male|Tumors of the Meninges|2006-2010|0.0|0.0|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|75|41633209|Male|Tumors of the Meninges|2007|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41633209|Male|Tumors of the Meninges|2007|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|77|41808227|Male|Tumors of the Meninges|2008|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41808227|Male|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|85|41876403|Male|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41876403|Male|Tumors of the Meninges|2009|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|76|41417074|Male|Tumors of the Meninges|2010|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41417074|Male|Tumors of the Meninges|2010|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|51|40123936|Male|Unclassified Tumors|2004|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40123936|Male|Unclassified Tumors|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|68|40236151|Male|Unclassified Tumors|2005|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|18|40236151|Male|Unclassified Tumors|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|77|40380809|Male|Unclassified Tumors|2006|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|25|40380809|Male|Unclassified Tumors|2006|0.0|0.1|0.1
0-19|0.2|0.3|0.2|Benign/Borderline|477|201277501|Male|Unclassified Tumors|2006-2010|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|111|201277501|Male|Unclassified Tumors|2006-2010|0.0|0.1|0.1
0-19|0.2|0.3|0.2|Benign/Borderline|101|41633209|Male|Unclassified Tumors|2007|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|26|41633209|Male|Unclassified Tumors|2007|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|72|41808227|Male|Unclassified Tumors|2008|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|22|41808227|Male|Unclassified Tumors|2008|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|133|41876403|Male|Unclassified Tumors|2009|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|41876403|Male|Unclassified Tumors|2009|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|108|41417074|Male|Unclassified Tumors|2010|0.2|0.3|0.3
0-19|0.0|0.1|0.0|Malignant|19|41417074|Male|Unclassified Tumors|2010|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|26|40123936|Male|Unique astrocytoma variants|2004|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40123936|Male|Unique astrocytoma variants|2004|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|31|40236151|Male|Unique astrocytoma variants|2005|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40236151|Male|Unique astrocytoma variants|2005|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|23|40380809|Male|Unique astrocytoma variants|2006|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|20|40380809|Male|Unique astrocytoma variants|2006|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|132|201277501|Male|Unique astrocytoma variants|2006-2010|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|96|201277501|Male|Unique astrocytoma variants|2006-2010|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|28|41633209|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|21|41633209|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|31|41808227|Male|Unique astrocytoma variants|2008|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|18|41808227|Male|Unique astrocytoma variants|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|33|41876403|Male|Unique astrocytoma variants|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|23|41876403|Male|Unique astrocytoma variants|2009|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|20|41417074|Male|Unique astrocytoma variants|2010|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|41417074|Male|Unique astrocytoma variants|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|78301500|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Malignant|~|78301500|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|78541923|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Malignant|~|78541923|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|78847112|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Malignant|~|78847112|Male and Female|All other|2006|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|28|393229003|Male and Female|All other|2006-2010|0.0|0.0|0.0
0-19|0.0|0.0|0.0|Malignant|29|393229003|Male and Female|All other|2006-2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|81315506|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Malignant|~|81315506|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|81683260|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Malignant|~|81683260|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|81846618|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Malignant|~|81846618|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|80961146|Male and Female|All other|2010|~|~|~
0-19|~|~|~|Malignant|~|80961146|Male and Female|All other|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|78301500|Male and Female|Anaplastic astrocytoma|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|69|78301500|Male and Female|Anaplastic astrocytoma|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|78541923|Male and Female|Anaplastic astrocytoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|58|78541923|Male and Female|Anaplastic astrocytoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|78847112|Male and Female|Anaplastic astrocytoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|63|78847112|Male and Female|Anaplastic astrocytoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|393229003|Male and Female|Anaplastic astrocytoma|2006-2010|~|~|~
0-19|0.1|0.1|0.1|Malignant|353|393229003|Male and Female|Anaplastic astrocytoma|2006-2010|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81315506|Male and Female|Anaplastic astrocytoma|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|82|81315506|Male and Female|Anaplastic astrocytoma|2007|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81683260|Male and Female|Anaplastic astrocytoma|2008|~|~|~
0-19|0.1|0.1|0.1|Malignant|72|81683260|Male and Female|Anaplastic astrocytoma|2008|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81846618|Male and Female|Anaplastic astrocytoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|69|81846618|Male and Female|Anaplastic astrocytoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|80961146|Male and Female|Anaplastic astrocytoma|2010|~|~|~
0-19|0.1|0.1|0.1|Malignant|77|80961146|Male and Female|Anaplastic astrocytoma|2010|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|78301500|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Malignant|~|78301500|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|78541923|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Malignant|~|78541923|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|78847112|Male and Female|Anaplastic oligodendroglioma|2006|~|~|~
0-19|0.0|0.0|0.0|Malignant|18|78847112|Male and Female|Anaplastic oligodendroglioma|2006|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|393229003|Male and Female|Anaplastic oligodendroglioma|2006-2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|43|393229003|Male and Female|Anaplastic oligodendroglioma|2006-2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|81315506|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
0-19|~|~|~|Malignant|~|81315506|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|81683260|Male and Female|Anaplastic oligodendroglioma|2008|~|~|~
0-19|~|~|~|Malignant|~|81683260|Male and Female|Anaplastic oligodendroglioma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|81846618|Male and Female|Anaplastic oligodendroglioma|2009|~|~|~
0-19|~|~|~|Malignant|~|81846618|Male and Female|Anaplastic oligodendroglioma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|80961146|Male and Female|Anaplastic oligodendroglioma|2010|~|~|~
0-19|~|~|~|Malignant|~|80961146|Male and Female|Anaplastic oligodendroglioma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|78301500|Male and Female|Astrocytoma, NOS|2004|~|~|~
0-19|0.2|0.3|0.2|Malignant|191|78301500|Male and Female|Astrocytoma, NOS|2004|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|78541923|Male and Female|Astrocytoma, NOS|2005|~|~|~
0-19|0.2|0.3|0.2|Malignant|182|78541923|Male and Female|Astrocytoma, NOS|2005|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|78847112|Male and Female|Astrocytoma, NOS|2006|~|~|~
0-19|0.2|0.3|0.2|Malignant|186|78847112|Male and Female|Astrocytoma, NOS|2006|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|393229003|Male and Female|Astrocytoma, NOS|2006-2010|~|~|~
0-19|0.2|0.2|0.2|Malignant|890|393229003|Male and Female|Astrocytoma, NOS|2006-2010|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|81315506|Male and Female|Astrocytoma, NOS|2007|~|~|~
0-19|0.2|0.3|0.2|Malignant|177|81315506|Male and Female|Astrocytoma, NOS|2007|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|81683260|Male and Female|Astrocytoma, NOS|2008|~|~|~
0-19|0.2|0.3|0.2|Malignant|177|81683260|Male and Female|Astrocytoma, NOS|2008|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|81846618|Male and Female|Astrocytoma, NOS|2009|~|~|~
0-19|0.2|0.3|0.2|Malignant|188|81846618|Male and Female|Astrocytoma, NOS|2009|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|80961146|Male and Female|Astrocytoma, NOS|2010|~|~|~
0-19|0.2|0.3|0.2|Malignant|194|80961146|Male and Female|Astrocytoma, NOS|2010|0.2|0.3|0.2
0-19|0.1|0.1|0.1|Benign/Borderline|53|78301500|Male and Female|Choroid plexus|2004|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|78301500|Male and Female|Choroid plexus|2004|0.0|0.0|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|51|78541923|Male and Female|Choroid plexus|2005|0.0|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|24|78541923|Male and Female|Choroid plexus|2005|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|64|78847112|Male and Female|Choroid plexus|2006|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|19|78847112|Male and Female|Choroid plexus|2006|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|310|393229003|Male and Female|Choroid plexus|2006-2010|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|89|393229003|Male and Female|Choroid plexus|2006-2010|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|61|81315506|Male and Female|Choroid plexus|2007|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|81315506|Male and Female|Choroid plexus|2007|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|72|81683260|Male and Female|Choroid plexus|2008|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|20|81683260|Male and Female|Choroid plexus|2008|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|56|81846618|Male and Female|Choroid plexus|2009|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|81846618|Male and Female|Choroid plexus|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|60|80961146|Male and Female|Choroid plexus|2010|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|80961146|Male and Female|Choroid plexus|2010|0.0|0.0|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|156|78301500|Male and Female|Craniopharyngioma|2004|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|78301500|Male and Female|Craniopharyngioma|2004|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|156|78541923|Male and Female|Craniopharyngioma|2005|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|78541923|Male and Female|Craniopharyngioma|2005|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|148|78847112|Male and Female|Craniopharyngioma|2006|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|78847112|Male and Female|Craniopharyngioma|2006|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|762|393229003|Male and Female|Craniopharyngioma|2006-2010|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|393229003|Male and Female|Craniopharyngioma|2006-2010|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|170|81315506|Male and Female|Craniopharyngioma|2007|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81315506|Male and Female|Craniopharyngioma|2007|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|149|81683260|Male and Female|Craniopharyngioma|2008|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81683260|Male and Female|Craniopharyngioma|2008|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|160|81846618|Male and Female|Craniopharyngioma|2009|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81846618|Male and Female|Craniopharyngioma|2009|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|157|80961146|Male and Female|Craniopharyngioma|2010|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|80961146|Male and Female|Craniopharyngioma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|78301500|Male and Female|Diffuse astrocytoma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|41|78301500|Male and Female|Diffuse astrocytoma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|78541923|Male and Female|Diffuse astrocytoma|2005|~|~|~
0-19|0.0|0.1|0.1|Malignant|39|78541923|Male and Female|Diffuse astrocytoma|2005|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|78847112|Male and Female|Diffuse astrocytoma|2006|~|~|~
0-19|0.0|0.1|0.0|Malignant|29|78847112|Male and Female|Diffuse astrocytoma|2006|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|393229003|Male and Female|Diffuse astrocytoma|2006-2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|171|393229003|Male and Female|Diffuse astrocytoma|2006-2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|81315506|Male and Female|Diffuse astrocytoma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|40|81315506|Male and Female|Diffuse astrocytoma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|81683260|Male and Female|Diffuse astrocytoma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|39|81683260|Male and Female|Diffuse astrocytoma|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|81846618|Male and Female|Diffuse astrocytoma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|37|81846618|Male and Female|Diffuse astrocytoma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|80961146|Male and Female|Diffuse astrocytoma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|29|80961146|Male and Female|Diffuse astrocytoma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|78301500|Male and Female|Embryonal/primitive/medulloblastoma|2004|~|~|~
0-19|0.6|0.7|0.6|Malignant|484|78301500|Male and Female|Embryonal/primitive/medulloblastoma|2004|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|78541923|Male and Female|Embryonal/primitive/medulloblastoma|2005|~|~|~
0-19|0.5|0.6|0.6|Malignant|438|78541923|Male and Female|Embryonal/primitive/medulloblastoma|2005|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|78847112|Male and Female|Embryonal/primitive/medulloblastoma|2006|~|~|~
0-19|0.6|0.7|0.6|Malignant|483|78847112|Male and Female|Embryonal/primitive/medulloblastoma|2006|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|393229003|Male and Female|Embryonal/primitive/medulloblastoma|2006-2010|~|~|~
0-19|0.6|0.6|0.6|Malignant|2431|393229003|Male and Female|Embryonal/primitive/medulloblastoma|2006-2010|0.6|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|81315506|Male and Female|Embryonal/primitive/medulloblastoma|2007|~|~|~
0-19|0.6|0.7|0.6|Malignant|511|81315506|Male and Female|Embryonal/primitive/medulloblastoma|2007|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|81683260|Male and Female|Embryonal/primitive/medulloblastoma|2008|~|~|~
0-19|0.6|0.7|0.7|Malignant|542|81683260|Male and Female|Embryonal/primitive/medulloblastoma|2008|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|81846618|Male and Female|Embryonal/primitive/medulloblastoma|2009|~|~|~
0-19|0.6|0.7|0.6|Malignant|498|81846618|Male and Female|Embryonal/primitive/medulloblastoma|2009|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|80961146|Male and Female|Embryonal/primitive/medulloblastoma|2010|~|~|~
0-19|0.5|0.6|0.6|Malignant|475|80961146|Male and Female|Embryonal/primitive/medulloblastoma|2010|0.5|0.6|0.6
0-19|0.0|0.0|0.0|Benign/Borderline|23|78301500|Male and Female|Ependymoma variants|2004|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|78301500|Male and Female|Ependymoma variants|2004|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|25|78541923|Male and Female|Ependymoma variants|2005|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|78541923|Male and Female|Ependymoma variants|2005|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|37|78847112|Male and Female|Ependymoma variants|2006|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|78847112|Male and Female|Ependymoma variants|2006|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|159|393229003|Male and Female|Ependymoma variants|2006-2010|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|393229003|Male and Female|Ependymoma variants|2006-2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|29|81315506|Male and Female|Ependymoma variants|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|81315506|Male and Female|Ependymoma variants|2007|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|29|81683260|Male and Female|Ependymoma variants|2008|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|81683260|Male and Female|Ependymoma variants|2008|~|~|~
