AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
5-9|~|~|~|~|Mortality|19454237|Myeloma|2004
<1|~|~|~|~|Mortality|4014258|Myeloma|2004
1-4|~|~|~|~|Incidence|15108940|Myeloma|2004
10-14|~|~|~|~|Incidence|20515088|Myeloma|2004
15-19|~|~|~|~|Incidence|20195422|Myeloma|2004
5-9|~|~|~|~|Incidence|18639099|Myeloma|2004
<1|~|~|~|~|Incidence|3842951|Myeloma|2004
1-4|~|~|~|~|Mortality|15771627|Non-Hodgkin Lymphoma|2004
10-14|0.1|0.1|0.1|19|Mortality|21411680|Non-Hodgkin Lymphoma|2004
15-19|0.2|0.3|0.3|56|Mortality|21102552|Non-Hodgkin Lymphoma|2004
5-9|0.1|0.2|0.1|22|Mortality|19454237|Non-Hodgkin Lymphoma|2004
<1|~|~|~|~|Mortality|4014258|Non-Hodgkin Lymphoma|2004
1-4|0.6|0.8|0.7|102|Incidence|15108940|Non-Hodgkin Lymphoma|2004
10-14|1.1|1.4|1.3|262|Incidence|20515088|Non-Hodgkin Lymphoma|2004
15-19|1.4|1.8|1.6|325|Incidence|20195422|Non-Hodgkin Lymphoma|2004
5-9|0.8|1.1|0.9|174|Incidence|18639099|Non-Hodgkin Lymphoma|2004
<1|~|~|~|~|Incidence|3842951|Non-Hodgkin Lymphoma|2004
1-4|~|~|~|~|Mortality|15771627|Oral Cavity and Pharynx|2004
10-14|~|~|~|~|Mortality|21411680|Oral Cavity and Pharynx|2004
15-19|~|~|~|~|Mortality|21102552|Oral Cavity and Pharynx|2004
5-9|~|~|~|~|Mortality|19454237|Oral Cavity and Pharynx|2004
<1|~|~|~|~|Mortality|4014258|Oral Cavity and Pharynx|2004
1-4|~|~|~|~|Incidence|15108940|Oral Cavity and Pharynx|2004
10-14|0.2|0.3|0.3|53|Incidence|20515088|Oral Cavity and Pharynx|2004
15-19|0.3|0.5|0.4|81|Incidence|20195422|Oral Cavity and Pharynx|2004
5-9|~|~|~|~|Incidence|18639099|Oral Cavity and Pharynx|2004
<1|~|~|~|~|Incidence|3842951|Oral Cavity and Pharynx|2004
1-4|~|~|~|~|Mortality|7713175|Ovary|2004
10-14|~|~|~|~|Mortality|10443706|Ovary|2004
15-19|~|~|~|~|Mortality|10242793|Ovary|2004
5-9|~|~|~|~|Mortality|9503231|Ovary|2004
<1|~|~|~|~|Mortality|1962216|Ovary|2004
1-4|~|~|~|~|Incidence|7388346|Ovary|2004
10-14|0.7|1.1|0.9|89|Incidence|10006800|Ovary|2004
15-19|1.0|1.5|1.2|121|Incidence|9799213|Ovary|2004
5-9|0.1|0.4|0.2|21|Incidence|9104487|Ovary|2004
<1|~|~|~|~|Incidence|1878718|Ovary|2004
1-4|~|~|~|~|Mortality|15771627|Pancreas|2004
10-14|~|~|~|~|Mortality|21411680|Pancreas|2004
15-19|~|~|~|~|Mortality|21102552|Pancreas|2004
5-9|~|~|~|~|Mortality|19454237|Pancreas|2004
<1|~|~|~|~|Mortality|4014258|Pancreas|2004
1-4|~|~|~|~|Incidence|15108940|Pancreas|2004
10-14|~|~|~|~|Incidence|20515088|Pancreas|2004
15-19|~|~|~|~|Incidence|20195422|Pancreas|2004
5-9|~|~|~|~|Incidence|18639099|Pancreas|2004
<1|~|~|~|~|Incidence|3842951|Pancreas|2004
1-4|~|~|~|~|Mortality|8058452|Prostate|2004
10-14|~|~|~|~|Mortality|10967974|Prostate|2004
15-19|~|~|~|~|Mortality|10859759|Prostate|2004
5-9|~|~|~|~|Mortality|9951006|Prostate|2004
<1|~|~|~|~|Mortality|2052042|Prostate|2004
1-4|~|~|~|~|Incidence|7720594|Prostate|2004
10-14|~|~|~|~|Incidence|10508288|Prostate|2004
15-19|~|~|~|~|Incidence|10396209|Prostate|2004
5-9|~|~|~|~|Incidence|9534612|Prostate|2004
<1|~|~|~|~|Incidence|1964233|Prostate|2004
1-4|~|~|~|~|Mortality|15771627|Stomach|2004
10-14|~|~|~|~|Mortality|21411680|Stomach|2004
15-19|~|~|~|~|Mortality|21102552|Stomach|2004
5-9|~|~|~|~|Mortality|19454237|Stomach|2004
<1|~|~|~|~|Mortality|4014258|Stomach|2004
1-4|~|~|~|~|Incidence|15108940|Stomach|2004
10-14|~|~|~|~|Incidence|20515088|Stomach|2004
15-19|~|~|~|~|Incidence|20195422|Stomach|2004
5-9|~|~|~|~|Incidence|18639099|Stomach|2004
<1|~|~|~|~|Incidence|3842951|Stomach|2004
1-4|~|~|~|~|Mortality|8058452|Testis|2004
10-14|~|~|~|~|Mortality|10967974|Testis|2004
15-19|~|~|~|~|Mortality|10859759|Testis|2004
5-9|~|~|~|~|Mortality|9951006|Testis|2004
<1|~|~|~|~|Mortality|2052042|Testis|2004
1-4|0.1|0.4|0.2|19|Incidence|7720594|Testis|2004
10-14|0.2|0.4|0.3|30|Incidence|10508288|Testis|2004
15-19|3.1|3.8|3.5|360|Incidence|10396209|Testis|2004
5-9|~|~|~|~|Incidence|9534612|Testis|2004
<1|~|~|~|~|Incidence|1964233|Testis|2004
1-4|~|~|~|~|Mortality|15771627|Thyroid|2004
10-14|~|~|~|~|Mortality|21411680|Thyroid|2004
15-19|~|~|~|~|Mortality|21102552|Thyroid|2004
5-9|~|~|~|~|Mortality|19454237|Thyroid|2004
<1|~|~|~|~|Mortality|4014258|Thyroid|2004
1-4|~|~|~|~|Incidence|15108940|Thyroid|2004
10-14|0.4|0.7|0.5|112|Incidence|20515088|Thyroid|2004
15-19|1.7|2.1|1.9|385|Incidence|20195422|Thyroid|2004
5-9|0.1|0.3|0.2|35|Incidence|18639099|Thyroid|2004
<1|~|~|~|~|Incidence|3842951|Thyroid|2004
1-4|~|~|~|~|Mortality|15771627|Urinary Bladder|2004
10-14|~|~|~|~|Mortality|21411680|Urinary Bladder|2004
15-19|~|~|~|~|Mortality|21102552|Urinary Bladder|2004
5-9|~|~|~|~|Mortality|19454237|Urinary Bladder|2004
<1|~|~|~|~|Mortality|4014258|Urinary Bladder|2004
1-4|~|~|~|~|Incidence|15108940|Urinary Bladder|2004
10-14|~|~|~|~|Incidence|20515088|Urinary Bladder|2004
15-19|0.1|0.1|0.1|19|Incidence|20195422|Urinary Bladder|2004
5-9|~|~|~|~|Incidence|18639099|Urinary Bladder|2004
<1|~|~|~|~|Incidence|3842951|Urinary Bladder|2004
1-4|2.1|2.6|2.4|377|Mortality|15913007|All Cancer Sites Combined|2005
10-14|2.2|2.6|2.4|515|Mortality|21212579|All Cancer Sites Combined|2005
15-19|3.2|3.7|3.4|731|Mortality|21486214|All Cancer Sites Combined|2005
5-9|2.3|2.7|2.5|485|Mortality|19389067|All Cancer Sites Combined|2005
<1|1.5|2.3|1.9|75|Mortality|4004393|All Cancer Sites Combined|2005
1-4|20.7|22.2|21.4|3266|Incidence|15239198|All Cancer Sites Combined|2005
10-14|12.4|13.4|12.9|2623|Incidence|20325535|All Cancer Sites Combined|2005
15-19|21.4|22.7|22.0|4530|Incidence|20568825|All Cancer Sites Combined|2005
5-9|11.3|12.3|11.8|2196|Incidence|18574692|All Cancer Sites Combined|2005
<1|23.4|26.5|24.9|955|Incidence|3833673|All Cancer Sites Combined|2005
1-4|0.4|0.7|0.5|84|Mortality|15913007|Brain and Other Nervous System|2005
10-14|0.5|0.8|0.6|136|Mortality|21212579|Brain and Other Nervous System|2005
15-19|0.5|0.7|0.5|118|Mortality|21486214|Brain and Other Nervous System|2005
5-9|0.8|1.1|1.0|188|Mortality|19389067|Brain and Other Nervous System|2005
<1|0.3|0.7|0.4|18|Mortality|4004393|Brain and Other Nervous System|2005
1-4|3.9|4.6|4.2|642|Incidence|15239198|Brain and Other Nervous System|2005
10-14|2.4|2.8|2.6|523|Incidence|20325535|Brain and Other Nervous System|2005
15-19|2.0|2.4|2.2|447|Incidence|20568825|Brain and Other Nervous System|2005
5-9|3.1|3.6|3.4|626|Incidence|18574692|Brain and Other Nervous System|2005
<1|3.0|4.3|3.6|139|Incidence|3833673|Brain and Other Nervous System|2005
1-4|~|~|~|~|Mortality|7785123|Cervix|2005
10-14|~|~|~|~|Mortality|10348382|Cervix|2005
15-19|~|~|~|~|Mortality|10434789|Cervix|2005
5-9|~|~|~|~|Mortality|9473900|Cervix|2005
<1|~|~|~|~|Mortality|1956682|Cervix|2005
1-4|~|~|~|~|Incidence|7454817|Cervix|2005
10-14|~|~|~|~|Incidence|9916033|Cervix|2005
15-19|0.1|0.3|0.2|16|Incidence|9986191|Cervix|2005
5-9|~|~|~|~|Incidence|9075423|Cervix|2005
<1|~|~|~|~|Incidence|1873308|Cervix|2005
1-4|~|~|~|~|Mortality|15913007|Colon and Rectum|2005
10-14|~|~|~|~|Mortality|21212579|Colon and Rectum|2005
15-19|~|~|~|~|Mortality|21486214|Colon and Rectum|2005
5-9|~|~|~|~|Mortality|19389067|Colon and Rectum|2005
<1|~|~|~|~|Mortality|4004393|Colon and Rectum|2005
1-4|~|~|~|~|Incidence|15239198|Colon and Rectum|2005
10-14|~|~|~|~|Incidence|20325535|Colon and Rectum|2005
15-19|0.2|0.4|0.3|65|Incidence|20568825|Colon and Rectum|2005
5-9|~|~|~|~|Incidence|18574692|Colon and Rectum|2005
<1|~|~|~|~|Incidence|3833673|Colon and Rectum|2005
1-4|~|~|~|~|Mortality|7785123|Corpus and Uterus, NOS|2005
10-14|~|~|~|~|Mortality|10348382|Corpus and Uterus, NOS|2005
15-19|~|~|~|~|Mortality|10434789|Corpus and Uterus, NOS|2005
5-9|~|~|~|~|Mortality|9473900|Corpus and Uterus, NOS|2005
<1|~|~|~|~|Mortality|1956682|Corpus and Uterus, NOS|2005
1-4|~|~|~|~|Incidence|7454817|Corpus and Uterus, NOS|2005
10-14|~|~|~|~|Incidence|9916033|Corpus and Uterus, NOS|2005
15-19|~|~|~|~|Incidence|9986191|Corpus and Uterus, NOS|2005
5-9|~|~|~|~|Incidence|9075423|Corpus and Uterus, NOS|2005
<1|~|~|~|~|Incidence|1873308|Corpus and Uterus, NOS|2005
1-4|~|~|~|~|Mortality|15913007|Esophagus|2005
10-14|~|~|~|~|Mortality|21212579|Esophagus|2005
15-19|~|~|~|~|Mortality|21486214|Esophagus|2005
5-9|~|~|~|~|Mortality|19389067|Esophagus|2005
<1|~|~|~|~|Mortality|4004393|Esophagus|2005
1-4|~|~|~|~|Incidence|15239198|Esophagus|2005
10-14|~|~|~|~|Incidence|20325535|Esophagus|2005
15-19|~|~|~|~|Incidence|20568825|Esophagus|2005
5-9|~|~|~|~|Incidence|18574692|Esophagus|2005
<1|~|~|~|~|Incidence|3833673|Esophagus|2005
1-4|~|~|~|~|Mortality|7785123|Female Breast|2005
10-14|~|~|~|~|Mortality|10348382|Female Breast|2005
15-19|~|~|~|~|Mortality|10434789|Female Breast|2005
5-9|~|~|~|~|Mortality|9473900|Female Breast|2005
<1|~|~|~|~|Mortality|1956682|Female Breast|2005
1-4|~|~|~|~|Incidence|7454817|Female Breast|2005
10-14|~|~|~|~|Incidence|9916033|Female Breast|2005
15-19|~|~|~|~|Incidence|9986191|Female Breast|2005
5-9|~|~|~|~|Incidence|9075423|Female Breast|2005
<1|~|~|~|~|Incidence|1873308|Female Breast|2005
1-4|~|~|~|~|Incidence|7454817|Female Breast, <i>in situ</i>|2005
10-14|~|~|~|~|Incidence|9916033|Female Breast, <i>in situ</i>|2005
15-19|~|~|~|~|Incidence|9986191|Female Breast, <i>in situ</i>|2005
5-9|~|~|~|~|Incidence|9075423|Female Breast, <i>in situ</i>|2005
<1|~|~|~|~|Incidence|1873308|Female Breast, <i>in situ</i>|2005
1-4|~|~|~|~|Mortality|15913007|Hodgkin Lymphoma|2005
10-14|~|~|~|~|Mortality|21212579|Hodgkin Lymphoma|2005
15-19|~|~|~|~|Mortality|21486214|Hodgkin Lymphoma|2005
5-9|~|~|~|~|Mortality|19389067|Hodgkin Lymphoma|2005
<1|~|~|~|~|Mortality|4004393|Hodgkin Lymphoma|2005
1-4|~|~|~|~|Incidence|15239198|Hodgkin Lymphoma|2005
10-14|1.1|1.4|1.2|254|Incidence|20325535|Hodgkin Lymphoma|2005
15-19|3.0|3.5|3.3|672|Incidence|20568825|Hodgkin Lymphoma|2005
5-9|0.3|0.5|0.4|73|Incidence|18574692|Hodgkin Lymphoma|2005
<1|~|~|~|~|Incidence|3833673|Hodgkin Lymphoma|2005
1-4|.|.|.|.|Mortality|15913007|Kaposi Sarcoma|2005
10-14|.|.|.|.|Mortality|21212579|Kaposi Sarcoma|2005
15-19|.|.|.|.|Mortality|21486214|Kaposi Sarcoma|2005
5-9|.|.|.|.|Mortality|19389067|Kaposi Sarcoma|2005
<1|.|.|.|.|Mortality|4004393|Kaposi Sarcoma|2005
1-4|~|~|~|~|Incidence|15239198|Kaposi Sarcoma|2005
10-14|~|~|~|~|Incidence|20325535|Kaposi Sarcoma|2005
15-19|~|~|~|~|Incidence|20568825|Kaposi Sarcoma|2005
5-9|~|~|~|~|Incidence|18574692|Kaposi Sarcoma|2005
<1|~|~|~|~|Incidence|3833673|Kaposi Sarcoma|2005
1-4|0.1|0.2|0.1|16|Mortality|15913007|Kidney and Renal Pelvis|2005
10-14|~|~|~|~|Mortality|21212579|Kidney and Renal Pelvis|2005
15-19|~|~|~|~|Mortality|21486214|Kidney and Renal Pelvis|2005
5-9|0.1|0.2|0.1|20|Mortality|19389067|Kidney and Renal Pelvis|2005
<1|~|~|~|~|Mortality|4004393|Kidney and Renal Pelvis|2005
1-4|1.9|2.3|2.1|318|Incidence|15239198|Kidney and Renal Pelvis|2005
10-14|0.1|0.2|0.1|25|Incidence|20325535|Kidney and Renal Pelvis|2005
15-19|0.2|0.3|0.2|48|Incidence|20568825|Kidney and Renal Pelvis|2005
5-9|0.4|0.6|0.5|97|Incidence|18574692|Kidney and Renal Pelvis|2005
<1|1.1|1.9|1.5|56|Incidence|3833673|Kidney and Renal Pelvis|2005
1-4|~|~|~|~|Mortality|15913007|Larynx|2005
10-14|~|~|~|~|Mortality|21212579|Larynx|2005
15-19|~|~|~|~|Mortality|21486214|Larynx|2005
5-9|~|~|~|~|Mortality|19389067|Larynx|2005
<1|~|~|~|~|Mortality|4004393|Larynx|2005
1-4|~|~|~|~|Incidence|15239198|Larynx|2005
10-14|~|~|~|~|Incidence|20325535|Larynx|2005
15-19|~|~|~|~|Incidence|20568825|Larynx|2005
5-9|~|~|~|~|Incidence|18574692|Larynx|2005
<1|~|~|~|~|Incidence|3833673|Larynx|2005
1-4|0.6|0.9|0.8|120|Mortality|15913007|Leukemias|2005
10-14|0.6|0.8|0.7|150|Mortality|21212579|Leukemias|2005
15-19|0.9|1.2|1.0|223|Mortality|21486214|Leukemias|2005
5-9|0.5|0.8|0.6|125|Mortality|19389067|Leukemias|2005
<1|0.3|0.8|0.5|22|Mortality|4004393|Leukemias|2005
1-4|8.2|9.1|8.7|1320|Incidence|15239198|Leukemias|2005
10-14|2.6|3.1|2.8|572|Incidence|20325535|Leukemias|2005
15-19|2.5|3.0|2.7|565|Incidence|20568825|Leukemias|2005
5-9|3.5|4.1|3.8|704|Incidence|18574692|Leukemias|2005
<1|3.8|5.1|4.4|169|Incidence|3833673|Leukemias|2005
1-4|0.1|0.2|0.1|21|Mortality|15913007|Liver and Intrahepatic Bile Duct|2005
10-14|~|~|~|~|Mortality|21212579|Liver and Intrahepatic Bile Duct|2005
15-19|~|~|~|~|Mortality|21486214|Liver and Intrahepatic Bile Duct|2005
5-9|~|~|~|~|Mortality|19389067|Liver and Intrahepatic Bile Duct|2005
<1|~|~|~|~|Mortality|4004393|Liver and Intrahepatic Bile Duct|2005
1-4|0.4|0.6|0.5|77|Incidence|15239198|Liver and Intrahepatic Bile Duct|2005
10-14|0.1|0.2|0.1|24|Incidence|20325535|Liver and Intrahepatic Bile Duct|2005
15-19|0.1|0.2|0.1|25|Incidence|20568825|Liver and Intrahepatic Bile Duct|2005
5-9|~|~|~|~|Incidence|18574692|Liver and Intrahepatic Bile Duct|2005
<1|0.8|1.5|1.1|42|Incidence|3833673|Liver and Intrahepatic Bile Duct|2005
1-4|~|~|~|~|Mortality|15913007|Lung and Bronchus|2005
10-14|~|~|~|~|Mortality|21212579|Lung and Bronchus|2005
15-19|~|~|~|~|Mortality|21486214|Lung and Bronchus|2005
5-9|~|~|~|~|Mortality|19389067|Lung and Bronchus|2005
<1|~|~|~|~|Mortality|4004393|Lung and Bronchus|2005
1-4|~|~|~|~|Incidence|15239198|Lung and Bronchus|2005
10-14|~|~|~|~|Incidence|20325535|Lung and Bronchus|2005
15-19|0.1|0.2|0.1|30|Incidence|20568825|Lung and Bronchus|2005
5-9|~|~|~|~|Incidence|18574692|Lung and Bronchus|2005
<1|~|~|~|~|Incidence|3833673|Lung and Bronchus|2005
1-4|~|~|~|~|Mortality|7785123|Male and Female Breast|2005
10-14|~|~|~|~|Mortality|10348382|Male and Female Breast|2005
15-19|~|~|~|~|Mortality|10434789|Male and Female Breast|2005
5-9|~|~|~|~|Mortality|9473900|Male and Female Breast|2005
<1|~|~|~|~|Mortality|1956682|Male and Female Breast|2005
1-4|~|~|~|~|Incidence|7454817|Male and Female Breast|2005
10-14|~|~|~|~|Incidence|9916033|Male and Female Breast|2005
15-19|~|~|~|~|Incidence|9986191|Male and Female Breast|2005
5-9|~|~|~|~|Incidence|9075423|Male and Female Breast|2005
<1|~|~|~|~|Incidence|1873308|Male and Female Breast|2005
1-4|~|~|~|~|Incidence|7454817|Male and Female Breast, <i>in situ</i>|2005
10-14|~|~|~|~|Incidence|9916033|Male and Female Breast, <i>in situ</i>|2005
15-19|~|~|~|~|Incidence|9986191|Male and Female Breast, <i>in situ</i>|2005
5-9|~|~|~|~|Incidence|9075423|Male and Female Breast, <i>in situ</i>|2005
<1|~|~|~|~|Incidence|1873308|Male and Female Breast, <i>in situ</i>|2005
1-4|~|~|~|~|Mortality|15913007|Melanomas of the Skin|2005
10-14|~|~|~|~|Mortality|21212579|Melanomas of the Skin|2005
15-19|~|~|~|~|Mortality|21486214|Melanomas of the Skin|2005
5-9|~|~|~|~|Mortality|19389067|Melanomas of the Skin|2005
<1|~|~|~|~|Mortality|4004393|Melanomas of the Skin|2005
1-4|0.1|0.2|0.1|17|Incidence|15239198|Melanomas of the Skin|2005
10-14|0.2|0.4|0.3|64|Incidence|20325535|Melanomas of the Skin|2005
15-19|1.7|2.0|1.8|378|Incidence|20568825|Melanomas of the Skin|2005
5-9|0.1|0.3|0.2|39|Incidence|18574692|Melanomas of the Skin|2005
<1|~|~|~|~|Incidence|3833673|Melanomas of the Skin|2005
1-4|~|~|~|~|Mortality|15913007|Mesothelioma|2005
10-14|~|~|~|~|Mortality|21212579|Mesothelioma|2005
15-19|~|~|~|~|Mortality|21486214|Mesothelioma|2005
5-9|~|~|~|~|Mortality|19389067|Mesothelioma|2005
<1|~|~|~|~|Mortality|4004393|Mesothelioma|2005
1-4|~|~|~|~|Incidence|15239198|Mesothelioma|2005
10-14|~|~|~|~|Incidence|20325535|Mesothelioma|2005
15-19|~|~|~|~|Incidence|20568825|Mesothelioma|2005
5-9|~|~|~|~|Incidence|18574692|Mesothelioma|2005
<1|~|~|~|~|Incidence|3833673|Mesothelioma|2005
1-4|~|~|~|~|Mortality|15913007|Myeloma|2005
10-14|~|~|~|~|Mortality|21212579|Myeloma|2005
15-19|~|~|~|~|Mortality|21486214|Myeloma|2005
5-9|~|~|~|~|Mortality|19389067|Myeloma|2005
<1|~|~|~|~|Mortality|4004393|Myeloma|2005
1-4|~|~|~|~|Incidence|15239198|Myeloma|2005
10-14|~|~|~|~|Incidence|20325535|Myeloma|2005
15-19|~|~|~|~|Incidence|20568825|Myeloma|2005
5-9|~|~|~|~|Incidence|18574692|Myeloma|2005
<1|~|~|~|~|Incidence|3833673|Myeloma|2005
1-4|~|~|~|~|Mortality|15913007|Non-Hodgkin Lymphoma|2005
10-14|0.1|0.2|0.1|29|Mortality|21212579|Non-Hodgkin Lymphoma|2005
15-19|0.2|0.3|0.2|47|Mortality|21486214|Non-Hodgkin Lymphoma|2005
5-9|0.1|0.2|0.1|19|Mortality|19389067|Non-Hodgkin Lymphoma|2005
<1|~|~|~|~|Mortality|4004393|Non-Hodgkin Lymphoma|2005
1-4|0.5|0.8|0.7|100|Incidence|15239198|Non-Hodgkin Lymphoma|2005
10-14|1.1|1.4|1.3|256|Incidence|20325535|Non-Hodgkin Lymphoma|2005
15-19|1.8|2.1|1.9|399|Incidence|20568825|Non-Hodgkin Lymphoma|2005
5-9|0.8|1.1|0.9|170|Incidence|18574692|Non-Hodgkin Lymphoma|2005
<1|0.2|0.7|0.4|16|Incidence|3833673|Non-Hodgkin Lymphoma|2005
1-4|~|~|~|~|Mortality|15913007|Oral Cavity and Pharynx|2005
10-14|~|~|~|~|Mortality|21212579|Oral Cavity and Pharynx|2005
15-19|~|~|~|~|Mortality|21486214|Oral Cavity and Pharynx|2005
5-9|~|~|~|~|Mortality|19389067|Oral Cavity and Pharynx|2005
<1|~|~|~|~|Mortality|4004393|Oral Cavity and Pharynx|2005
1-4|~|~|~|~|Incidence|15239198|Oral Cavity and Pharynx|2005
10-14|0.3|0.4|0.3|71|Incidence|20325535|Oral Cavity and Pharynx|2005
15-19|0.4|0.6|0.5|93|Incidence|20568825|Oral Cavity and Pharynx|2005
5-9|0.1|0.2|0.1|22|Incidence|18574692|Oral Cavity and Pharynx|2005
<1|~|~|~|~|Incidence|3833673|Oral Cavity and Pharynx|2005
1-4|~|~|~|~|Mortality|7785123|Ovary|2005
10-14|~|~|~|~|Mortality|10348382|Ovary|2005
15-19|~|~|~|~|Mortality|10434789|Ovary|2005
5-9|~|~|~|~|Mortality|9473900|Ovary|2005
<1|~|~|~|~|Mortality|1956682|Ovary|2005
1-4|~|~|~|~|Incidence|7454817|Ovary|2005
10-14|0.6|0.9|0.7|70|Incidence|9916033|Ovary|2005
15-19|1.3|1.8|1.5|150|Incidence|9986191|Ovary|2005
5-9|0.1|0.3|0.2|18|Incidence|9075423|Ovary|2005
<1|~|~|~|~|Incidence|1873308|Ovary|2005
1-4|~|~|~|~|Mortality|15913007|Pancreas|2005
10-14|~|~|~|~|Mortality|21212579|Pancreas|2005
15-19|~|~|~|~|Mortality|21486214|Pancreas|2005
5-9|~|~|~|~|Mortality|19389067|Pancreas|2005
<1|~|~|~|~|Mortality|4004393|Pancreas|2005
1-4|~|~|~|~|Incidence|15239198|Pancreas|2005
10-14|~|~|~|~|Incidence|20325535|Pancreas|2005
15-19|~|~|~|~|Incidence|20568825|Pancreas|2005
5-9|~|~|~|~|Incidence|18574692|Pancreas|2005
<1|~|~|~|~|Incidence|3833673|Pancreas|2005
1-4|~|~|~|~|Mortality|8127884|Prostate|2005
10-14|~|~|~|~|Mortality|10864197|Prostate|2005
15-19|~|~|~|~|Mortality|11051425|Prostate|2005
5-9|~|~|~|~|Mortality|9915167|Prostate|2005
<1|~|~|~|~|Mortality|2047711|Prostate|2005
1-4|~|~|~|~|Incidence|7784381|Prostate|2005
10-14|~|~|~|~|Incidence|10409502|Prostate|2005
15-19|~|~|~|~|Incidence|10582634|Prostate|2005
5-9|~|~|~|~|Incidence|9499269|Prostate|2005
<1|~|~|~|~|Incidence|1960365|Prostate|2005
1-4|~|~|~|~|Mortality|15913007|Stomach|2005
10-14|~|~|~|~|Mortality|21212579|Stomach|2005
15-19|~|~|~|~|Mortality|21486214|Stomach|2005
5-9|~|~|~|~|Mortality|19389067|Stomach|2005
<1|~|~|~|~|Mortality|4004393|Stomach|2005
1-4|~|~|~|~|Incidence|15239198|Stomach|2005
10-14|~|~|~|~|Incidence|20325535|Stomach|2005
15-19|~|~|~|~|Incidence|20568825|Stomach|2005
5-9|~|~|~|~|Incidence|18574692|Stomach|2005
<1|~|~|~|~|Incidence|3833673|Stomach|2005
1-4|~|~|~|~|Mortality|8127884|Testis|2005
10-14|~|~|~|~|Mortality|10864197|Testis|2005
15-19|~|~|~|~|Mortality|11051425|Testis|2005
5-9|~|~|~|~|Mortality|9915167|Testis|2005
<1|~|~|~|~|Mortality|2047711|Testis|2005
1-4|0.3|0.6|0.4|31|Incidence|7784381|Testis|2005
10-14|0.2|0.4|0.2|26|Incidence|10409502|Testis|2005
15-19|3.2|3.9|3.5|375|Incidence|10582634|Testis|2005
5-9|~|~|~|~|Incidence|9499269|Testis|2005
<1|0.6|1.5|1.0|19|Incidence|1960365|Testis|2005
1-4|~|~|~|~|Mortality|15913007|Thyroid|2005
10-14|~|~|~|~|Mortality|21212579|Thyroid|2005
15-19|~|~|~|~|Mortality|21486214|Thyroid|2005
5-9|~|~|~|~|Mortality|19389067|Thyroid|2005
<1|~|~|~|~|Mortality|4004393|Thyroid|2005
1-4|~|~|~|~|Incidence|15239198|Thyroid|2005
10-14|0.4|0.6|0.5|106|Incidence|20325535|Thyroid|2005
15-19|1.6|1.9|1.8|360|Incidence|20568825|Thyroid|2005
5-9|0.1|0.1|0.1|17|Incidence|18574692|Thyroid|2005
<1|~|~|~|~|Incidence|3833673|Thyroid|2005
1-4|~|~|~|~|Mortality|15913007|Urinary Bladder|2005
10-14|~|~|~|~|Mortality|21212579|Urinary Bladder|2005
15-19|~|~|~|~|Mortality|21486214|Urinary Bladder|2005
5-9|~|~|~|~|Mortality|19389067|Urinary Bladder|2005
<1|~|~|~|~|Mortality|4004393|Urinary Bladder|2005
1-4|~|~|~|~|Incidence|15239198|Urinary Bladder|2005
10-14|~|~|~|~|Incidence|20325535|Urinary Bladder|2005
15-19|0.1|0.2|0.1|26|Incidence|20568825|Urinary Bladder|2005
5-9|~|~|~|~|Incidence|18574692|Urinary Bladder|2005
<1|~|~|~|~|Incidence|3833673|Urinary Bladder|2005
1-4|2.1|2.6|2.4|377|Mortality|15897145|All Cancer Sites Combined|2006
10-14|1.9|2.3|2.1|448|Mortality|21033138|All Cancer Sites Combined|2006
15-19|2.9|3.3|3.1|675|Mortality|21807709|All Cancer Sites Combined|2006
5-9|2.1|2.6|2.3|459|Mortality|19544688|All Cancer Sites Combined|2006
<1|1.5|2.4|1.9|76|Mortality|4041738|All Cancer Sites Combined|2006
1-4|20.4|21.9|21.1|3216|Incidence|15220617|All Cancer Sites Combined|2006
10-14|12.9|13.9|13.4|2697|Incidence|20155187|All Cancer Sites Combined|2006
15-19|20.6|21.8|21.2|4430|Incidence|20880977|All Cancer Sites Combined|2006
5-9|11.6|12.6|12.1|2259|Incidence|18721527|All Cancer Sites Combined|2006
<1|24.7|27.9|26.3|1016|Incidence|3868804|All Cancer Sites Combined|2006
1-4|0.5|0.8|0.6|101|Mortality|15897145|Brain and Other Nervous System|2006
10-14|0.5|0.7|0.6|129|Mortality|21033138|Brain and Other Nervous System|2006
15-19|0.4|0.6|0.5|102|Mortality|21807709|Brain and Other Nervous System|2006
5-9|0.8|1.0|0.9|176|Mortality|19544688|Brain and Other Nervous System|2006
<1|0.2|0.6|0.4|16|Mortality|4041738|Brain and Other Nervous System|2006
1-4|4.3|5.0|4.6|700|Incidence|15220617|Brain and Other Nervous System|2006
10-14|2.4|2.9|2.6|533|Incidence|20155187|Brain and Other Nervous System|2006
15-19|2.1|2.5|2.3|481|Incidence|20880977|Brain and Other Nervous System|2006
5-9|3.1|3.6|3.4|632|Incidence|18721527|Brain and Other Nervous System|2006
<1|3.1|4.4|3.7|144|Incidence|3868804|Brain and Other Nervous System|2006
1-4|~|~|~|~|Mortality|7775092|Cervix|2006
10-14|~|~|~|~|Mortality|10261944|Cervix|2006
15-19|~|~|~|~|Mortality|10597293|Cervix|2006
5-9|~|~|~|~|Mortality|9555173|Cervix|2006
<1|~|~|~|~|Mortality|1975919|Cervix|2006
